df1_idx,config,attribute,is_numeric,ground_truth,predicted,unknown,correct_standard,ce_judgment
18,RAG-BGE-RR-GPT54Mini-mit,read_speed_mb_s,True,550.0,550,False,True,correct
18,RAG-BGE-RR-GPT54Mini-mit,write_speed_mb_s,True,520.0,520,False,True,correct
18,RAG-BGE-RR-GPT54Mini-mit,height_mm,True,7.0,6.8,False,False,acceptable
19,RAG-BGE-RR-GPT54Mini-mit,bus_type,False,PCIe 3.0 x16,UNKNOWN,True,False,wrong
19,RAG-BGE-RR-GPT54Mini-mit,model_number,False,ROG-STRIX-RTX2080TI-O11G-GAMING,UNKNOWN,True,False,wrong
20,RAG-BGE-RR-GPT54Mini-mit,model,False,220S,UNKNOWN,True,False,wrong
20,RAG-BGE-RR-GPT54Mini-mit,read_speed_mb_s,True,550.0,UNKNOWN,True,False,wrong
25,RAG-BGE-RR-GPT54Mini-mit,bus_type,False,PCIe 3.0,UNKNOWN,True,False,wrong
26,RAG-BGE-RR-GPT54Mini-mit,bus_type,False,SATA III,UNKNOWN,True,False,wrong
28,RAG-BGE-RR-GPT54Mini-mit,height_mm,True,42.0,UNKNOWN,True,False,wrong
28,RAG-BGE-RR-GPT54Mini-mit,width_mm,True,130.9,UNKNOWN,True,False,wrong
30,RAG-BGE-RR-GPT54Mini-mit,bus_type,False,USB 3.0,USB 3.0,False,True,correct
30,RAG-BGE-RR-GPT54Mini-mit,model_number,False,WDBMCG5000ABT-WESN,WDBMCG5000ABT-WESN,False,True,correct
33,RAG-BGE-RR-GPT54Mini-mit,read_speed_mb_s,True,130.0,130,False,True,correct
33,RAG-BGE-RR-GPT54Mini-mit,height_mm,True,20.8,20.8,False,True,correct
33,RAG-BGE-RR-GPT54Mini-mit,width_mm,True,87.9,87.9,False,True,correct
41,RAG-BGE-RR-GPT54Mini-mit,read_speed_mb_s,True,540.0,UNKNOWN,True,False,wrong
41,RAG-BGE-RR-GPT54Mini-mit,height_mm,True,10.5,UNKNOWN,True,False,wrong
41,RAG-BGE-RR-GPT54Mini-mit,width_mm,True,57.0,UNKNOWN,True,False,wrong
43,RAG-BGE-RR-GPT54Mini-mit,model_number,False,GP-ASM2NE6100TTTD,GP-ASM2NE6100TTTD,False,True,correct
43,RAG-BGE-RR-GPT54Mini-mit,height_mm,True,11.4,11.4,False,True,correct
43,RAG-BGE-RR-GPT54Mini-mit,width_mm,True,80.5,23.5,False,False,wrong
52,RAG-BGE-RR-GPT54Mini-mit,bus_type,False,SATA III,SATA III,False,True,correct
52,RAG-BGE-RR-GPT54Mini-mit,model,False,SU800,Ultimate SU800,False,True,correct
52,RAG-BGE-RR-GPT54Mini-mit,read_speed_mb_s,True,560.0,560,False,True,correct
52,RAG-BGE-RR-GPT54Mini-mit,write_speed_mb_s,True,520.0,520.0,False,True,correct
52,RAG-BGE-RR-GPT54Mini-mit,height_mm,True,3.5,3.5,False,True,correct
52,RAG-BGE-RR-GPT54Mini-mit,width_mm,True,22.0,22,False,True,correct
54,RAG-BGE-RR-GPT54Mini-mit,bus_type,False,PCIe 3.0 x16,PCIe 3.0 x16,False,True,correct
54,RAG-BGE-RR-GPT54Mini-mit,model_number,False,N20702-08D6-1710VA23,N20702-08D6-1710VA23,False,True,correct
54,RAG-BGE-RR-GPT54Mini-mit,width_mm,True,113.0,113.0,False,True,correct
56,RAG-BGE-RR-GPT54Mini-mit,read_speed_mb_s,True,560.0,560,False,True,correct
56,RAG-BGE-RR-GPT54Mini-mit,write_speed_mb_s,True,510.0,510,False,True,correct
59,RAG-BGE-RR-GPT54Mini-mit,width_mm,True,690.0,UNKNOWN,True,False,wrong
60,RAG-BGE-RR-GPT54Mini-mit,model,False,Ironwolf 110,Ironwolf 110,False,True,correct
60,RAG-BGE-RR-GPT54Mini-mit,read_speed_mb_s,True,560.0,UNKNOWN,True,False,wrong
67,RAG-BGE-RR-GPT54Mini-mit,read_speed_mb_s,True,550.0,550,False,True,correct
77,RAG-BGE-RR-GPT54Mini-mit,read_speed_mb_s,True,555.0,UNKNOWN,True,False,wrong
77,RAG-BGE-RR-GPT54Mini-mit,write_speed_mb_s,True,520.0,UNKNOWN,True,False,wrong
77,RAG-BGE-RR-GPT54Mini-mit,height_mm,True,7.0,UNKNOWN,True,False,wrong
82,RAG-BGE-RR-GPT54Mini-mit,model_number,False,CT2000P1SSD8,UNKNOWN,True,False,wrong
82,RAG-BGE-RR-GPT54Mini-mit,read_speed_mb_s,True,2000.0,2000,False,True,correct
82,RAG-BGE-RR-GPT54Mini-mit,write_speed_mb_s,True,1700.0,1700,False,True,correct
86,RAG-BGE-RR-GPT54Mini-mit,height_mm,True,67.0,UNKNOWN,True,False,wrong
86,RAG-BGE-RR-GPT54Mini-mit,width_mm,True,15.0,UNKNOWN,True,False,wrong
90,RAG-BGE-RR-GPT54Mini-mit,bus_type,False,PCIe 3.0,PCIe 3.0,False,True,correct
90,RAG-BGE-RR-GPT54Mini-mit,height_mm,True,41.0,41.0,False,True,correct
90,RAG-BGE-RR-GPT54Mini-mit,width_mm,True,119.3,119.3,False,True,correct
95,RAG-BGE-RR-GPT54Mini-mit,model_number,False,801882-B21,801882-B21,False,True,correct
95,RAG-BGE-RR-GPT54Mini-mit,model,False,ISS,UNKNOWN,True,False,wrong
131,RAG-BGE-RR-GPT54Mini-mit,model_number,False,WDS120G2G0A,UNKNOWN,True,False,wrong
131,RAG-BGE-RR-GPT54Mini-mit,write_speed_mb_s,True,430.0,430.0,False,True,correct
131,RAG-BGE-RR-GPT54Mini-mit,height_mm,True,7.0,7,False,True,correct
135,RAG-BGE-RR-GPT54Mini-mit,read_speed_mb_s,True,560.0,560,False,True,correct
135,RAG-BGE-RR-GPT54Mini-mit,write_speed_mb_s,True,540.0,540,False,True,correct
137,RAG-BGE-RR-GPT54Mini-mit,model,False,L200,L200,False,True,correct
145,RAG-BGE-RR-GPT54Mini-mit,read_speed_mb_s,True,2400.0,2400.0,False,True,correct
145,RAG-BGE-RR-GPT54Mini-mit,write_speed_mb_s,True,1950.0,1950.0,False,True,correct
145,RAG-BGE-RR-GPT54Mini-mit,height_mm,True,2.4,2.4,False,True,correct
145,RAG-BGE-RR-GPT54Mini-mit,width_mm,True,22.0,22,False,True,correct
152,RAG-BGE-RR-GPT54Mini-mit,model_number,False,MZ-76P1T0B/EU,MZ-76P1T0B/EU,False,True,correct
152,RAG-BGE-RR-GPT54Mini-mit,read_speed_mb_s,True,560.0,560,False,True,correct
152,RAG-BGE-RR-GPT54Mini-mit,write_speed_mb_s,True,530.0,530,False,True,correct
158,RAG-BGE-RR-GPT54Mini-mit,model,False,HDD SRV SAS 12G,UNKNOWN,True,False,wrong
178,RAG-BGE-RR-GPT54Mini-mit,model,False,Ace - A80,Ace - A80,False,True,correct
188,RAG-BGE-RR-GPT54Mini-mit,model,False,Barracuda 7200.12,UNKNOWN,True,False,wrong
224,RAG-BGE-RR-GPT54Mini-mit,model,False,Cheetah,Cheetah 15K.7,False,True,correct
225,RAG-BGE-RR-GPT54Mini-mit,model,False,GIGABYTE SSD 1TB,UNKNOWN,True,False,wrong
225,RAG-BGE-RR-GPT54Mini-mit,height_mm,True,7.0,7,False,True,correct
17,RAG-BGE-RR-GPT54Mini-mit,model_number,False,843266-B21,801882-B21,False,False,correct
21,RAG-BGE-RR-GPT54Mini-mit,model_number,False,PBU240GS25SSDR,UNKNOWN,True,False,wrong
23,RAG-BGE-RR-GPT54Mini-mit,model_number,False,SDCZ50-128G-B35,Cruzer BLADE™,False,False,wrong
27,RAG-BGE-RR-GPT54Mini-mit,model_number,False,WDBWLG0040HBK-EESN,WDBWLG0040HBK-EESN,False,True,correct
31,RAG-BGE-RR-GPT54Mini-mit,model_number,False,DT100G3/256GB,UNKNOWN,True,False,wrong
