df1_idx,config,attribute,is_numeric,ground_truth,predicted,unknown,correct_standard,ce_judgment
158,RAG-BGE-Reranker,model,False,HDD SRV SAS 12G,HP 300 GB,False,False,wrong
178,RAG-BGE-Reranker,model,False,Ace - A80,Ace - A80,False,True,correct
188,RAG-BGE-Reranker,model,False,Barracuda 7200.12,ST500DM002,False,False,wrong
224,RAG-BGE-Reranker,model,False,Cheetah,Cheetah,False,True,correct
225,RAG-BGE-Reranker,model,False,GIGABYTE SSD 1TB,Barracuda 120,False,False,wrong
225,RAG-BGE-Reranker,height_mm,True,7.0,7,False,True,correct
17,RAG-BGE-Reranker,model_number,False,843266-B21,843266-B21,False,True,correct
21,RAG-BGE-Reranker,model_number,False,PBU240GS25SSDR,PBU240GS25SSDR,False,True,correct
23,RAG-BGE-Reranker,model_number,False,SDCZ50-128G-B35,CUDU32,False,False,wrong
27,RAG-BGE-Reranker,model_number,False,WDBWLG0040HBK-EESN,WDBWLG0040HBK-EESN,False,True,correct
31,RAG-BGE-Reranker,model_number,False,DT100G3/256GB,DT100G3,False,True,acceptable
