df1_idx,config,attribute,is_numeric,ground_truth,predicted,unknown,correct_standard,ce_judgment
60,RAG-OpenAI-Reranker,read_speed_mb_s,True,560.0,560,False,True,correct
67,RAG-OpenAI-Reranker,read_speed_mb_s,True,550.0,550,False,True,correct
77,RAG-OpenAI-Reranker,read_speed_mb_s,True,555.0,560.0,False,True,correct
77,RAG-OpenAI-Reranker,write_speed_mb_s,True,520.0,2.5,False,False,wrong
77,RAG-OpenAI-Reranker,height_mm,True,7.0,46,False,False,wrong
82,RAG-OpenAI-Reranker,model_number,False,CT2000P1SSD8,CT2000P1SSD8,False,True,correct
82,RAG-OpenAI-Reranker,read_speed_mb_s,True,2000.0,2000.0,False,True,correct
82,RAG-OpenAI-Reranker,write_speed_mb_s,True,1700.0,1700.0,False,True,correct
86,RAG-OpenAI-Reranker,height_mm,True,67.0,98,False,False,wrong
86,RAG-OpenAI-Reranker,width_mm,True,15.0,127,False,False,wrong
90,RAG-OpenAI-Reranker,bus_type,False,PCIe 3.0,PCIe 3.0,False,True,correct
90,RAG-OpenAI-Reranker,height_mm,True,41.0,41,False,True,correct
90,RAG-OpenAI-Reranker,width_mm,True,119.3,119,False,True,correct
95,RAG-OpenAI-Reranker,model_number,False,801882-B21,801882-B21,False,True,correct
95,RAG-OpenAI-Reranker,model,False,ISS,HPE 1TB SATA 6G Entry 7.2K LFF (3.5in) RW 1yr Wty HDD,False,False,wrong
131,RAG-OpenAI-Reranker,model_number,False,WDS120G2G0A,WDS120G2G0A,False,True,correct
131,RAG-OpenAI-Reranker,write_speed_mb_s,True,430.0,430,False,True,correct
131,RAG-OpenAI-Reranker,height_mm,True,7.0,7,False,True,correct
135,RAG-OpenAI-Reranker,read_speed_mb_s,True,560.0,560,False,True,correct
135,RAG-OpenAI-Reranker,write_speed_mb_s,True,540.0,540,False,True,correct
137,RAG-OpenAI-Reranker,model,False,L200,Toshiba,False,False,wrong
145,RAG-OpenAI-Reranker,read_speed_mb_s,True,2400.0,2400,False,True,correct
145,RAG-OpenAI-Reranker,write_speed_mb_s,True,1950.0,1950,False,True,correct
145,RAG-OpenAI-Reranker,height_mm,True,2.4,2.4,False,True,correct
145,RAG-OpenAI-Reranker,width_mm,True,22.0,22,False,True,correct
152,RAG-OpenAI-Reranker,model_number,False,MZ-76P1T0B/EU,MZ-76P1T0B/EU,False,True,correct
152,RAG-OpenAI-Reranker,read_speed_mb_s,True,560.0,560,False,True,correct
152,RAG-OpenAI-Reranker,write_speed_mb_s,True,530.0,300,False,False,wrong
158,RAG-OpenAI-Reranker,model,False,HDD SRV SAS 12G,HDD SRV SAS 12G,False,True,correct
178,RAG-OpenAI-Reranker,model,False,Ace - A80,Ace - A80,False,True,correct
188,RAG-OpenAI-Reranker,model,False,Barracuda 7200.12,ST500DM002,False,False,wrong
224,RAG-OpenAI-Reranker,model,False,Cheetah,Cheetah,False,True,correct
225,RAG-OpenAI-Reranker,model,False,GIGABYTE SSD 1TB,"Gigabyte 1TB 2.5"" SATA 3D SSD/Solid State Drive",False,False,correct
225,RAG-OpenAI-Reranker,height_mm,True,7.0,7,False,True,correct
17,RAG-OpenAI-Reranker,model_number,False,843266-B21,843266-B21,False,True,correct
21,RAG-OpenAI-Reranker,model_number,False,PBU240GS25SSDR,PBU240GS25SSDR,False,True,correct
23,RAG-OpenAI-Reranker,model_number,False,SDCZ50-128G-B35,CUDU32,False,False,wrong
27,RAG-OpenAI-Reranker,model_number,False,WDBWLG0040HBK-EESN,WDBWLG0040HBK-EESN,False,True,correct
31,RAG-OpenAI-Reranker,model_number,False,DT100G3/256GB,DT100G3,False,True,acceptable
