df1_idx,config,attribute,is_numeric,ground_truth,predicted,unknown,correct_standard,ce_judgment
30,RAG-MiniLM,model_number,False,WDBMCG5000ABT-WESN,MY PASSPORT GO,False,False,wrong
33,RAG-MiniLM,read_speed_mb_s,True,130.0,130,False,True,correct
33,RAG-MiniLM,height_mm,True,20.8,20.8,False,True,correct
33,RAG-MiniLM,width_mm,True,87.9,87.9,False,True,correct
41,RAG-MiniLM,read_speed_mb_s,True,540.0,1,False,False,wrong
41,RAG-MiniLM,height_mm,True,10.5,1,False,False,wrong
41,RAG-MiniLM,width_mm,True,57.0,UNKNOWN,True,False,wrong
43,RAG-MiniLM,model_number,False,GP-ASM2NE6100TTTD,GV-AE1000G,False,False,wrong
43,RAG-MiniLM,height_mm,True,11.4,520,False,False,wrong
43,RAG-MiniLM,width_mm,True,80.5,22,False,False,wrong
52,RAG-MiniLM,bus_type,False,SATA III,M.2,False,False,wrong
52,RAG-MiniLM,model,False,SU800,XPG SPECTRIX S40G,False,False,wrong
52,RAG-MiniLM,read_speed_mb_s,True,560.0,5000,False,False,wrong
52,RAG-MiniLM,write_speed_mb_s,True,520.0,5000,False,False,wrong
52,RAG-MiniLM,height_mm,True,3.5,10,False,False,wrong
52,RAG-MiniLM,width_mm,True,22.0,UNKNOWN,True,False,wrong
54,RAG-MiniLM,bus_type,False,PCIe 3.0 x16,PCIe,False,True,wrong
54,RAG-MiniLM,model_number,False,N20702-08D6-1710VA23,GV-N3070TWINX2OC-8GD,False,False,wrong
54,RAG-MiniLM,width_mm,True,113.0,154,False,False,wrong
56,RAG-MiniLM,read_speed_mb_s,True,560.0,560.0,False,True,correct
56,RAG-MiniLM,write_speed_mb_s,True,510.0,510.0,False,True,correct
59,RAG-MiniLM,width_mm,True,690.0,UNKNOWN,True,False,wrong
60,RAG-MiniLM,model,False,Ironwolf 110,Barracuda SSD,False,False,wrong
60,RAG-MiniLM,read_speed_mb_s,True,560.0,550,False,True,correct
67,RAG-MiniLM,read_speed_mb_s,True,550.0,550,False,True,correct
77,RAG-MiniLM,read_speed_mb_s,True,555.0,300,False,False,wrong
77,RAG-MiniLM,write_speed_mb_s,True,520.0,UNKNOWN,True,False,wrong
77,RAG-MiniLM,height_mm,True,7.0,2.5,False,False,wrong
82,RAG-MiniLM,model_number,False,CT2000P1SSD8,UNKNOWN,True,False,wrong
82,RAG-MiniLM,read_speed_mb_s,True,2000.0,2000,False,True,correct
82,RAG-MiniLM,write_speed_mb_s,True,1700.0,1700,False,True,correct
86,RAG-MiniLM,height_mm,True,67.0,UNKNOWN,True,False,wrong
86,RAG-MiniLM,width_mm,True,15.0,UNKNOWN,True,False,wrong
90,RAG-MiniLM,bus_type,False,PCIe 3.0,PCIe,False,True,acceptable
90,RAG-MiniLM,height_mm,True,41.0,UNKNOWN,True,False,wrong
90,RAG-MiniLM,width_mm,True,119.3,122,False,True,correct
95,RAG-MiniLM,model_number,False,801882-B21,801882-B21,False,True,correct
95,RAG-MiniLM,model,False,ISS,HPE 1TB SATA 6G Entry 7.2K LFF (3.5in) RW 1yr Wty HDD,False,False,wrong
131,RAG-MiniLM,model_number,False,WDS120G2G0A,WDS120G2B0A,False,False,correct
131,RAG-MiniLM,write_speed_mb_s,True,430.0,UNKNOWN,True,False,wrong
131,RAG-MiniLM,height_mm,True,7.0,7,False,True,correct
135,RAG-MiniLM,read_speed_mb_s,True,560.0,560,False,True,correct
135,RAG-MiniLM,write_speed_mb_s,True,540.0,540,False,True,correct
137,RAG-MiniLM,model,False,L200,L200,False,True,correct
145,RAG-MiniLM,read_speed_mb_s,True,2400.0,3000,False,False,acceptable
145,RAG-MiniLM,write_speed_mb_s,True,1950.0,UNKNOWN,True,False,wrong
145,RAG-MiniLM,height_mm,True,2.4,22,False,False,wrong
145,RAG-MiniLM,width_mm,True,22.0,42,False,False,wrong
152,RAG-MiniLM,model_number,False,MZ-76P1T0B/EU,SMR-001T9,False,False,wrong
152,RAG-MiniLM,read_speed_mb_s,True,560.0,550.0,False,True,correct
152,RAG-MiniLM,write_speed_mb_s,True,530.0,520,False,True,correct
158,RAG-MiniLM,model,False,HDD SRV SAS 12G,HDD,False,True,wrong
178,RAG-MiniLM,model,False,Ace - A80,P34A80,False,False,wrong
188,RAG-MiniLM,model,False,Barracuda 7200.12,ST2000NM0023,False,False,wrong
224,RAG-MiniLM,model,False,Cheetah,Enterprise Performance 15K,False,False,wrong
225,RAG-MiniLM,model,False,GIGABYTE SSD 1TB,Gigabyte,False,True,wrong
225,RAG-MiniLM,height_mm,True,7.0,9.5,False,False,wrong
17,RAG-MiniLM,model_number,False,843266-B21,801882-B21,False,False,correct
21,RAG-MiniLM,model_number,False,PBU240GS25SSDR,PS225S3-120GS25,False,False,wrong
23,RAG-MiniLM,model_number,False,SDCZ50-128G-B35,SDCZ50-008G,False,False,correct
27,RAG-MiniLM,model_number,False,WDBWLG0040HBK-EESN,WDBWLG0400HBK,False,False,correct
31,RAG-MiniLM,model_number,False,DT100G3/256GB,DT-G3-256,False,False,correct
