id,brand,title,description,price,priceCurrency,cluster_id,url,title_description,model,model_number,product_type,chipset_name,vram_gb,storage_gb,read_speed_mb_s,write_speed_mb_s,bus_type,interface_type,width_mm,length_mm,height_mm,weight_g,storage_connection_type,memory_type,color,form_factor
34274469,Seagate,Seagate HDD4TB SATA III 6Gb/s Enterprise 7200RPM 128MB 3.5 inch (ST4000NM0035),"Item model number: ST4000NM0035Easy deployment in legacy storage infrastructures with SATA 6Gb/s interfaceConsistent IOPS performance with low latency for faster random accessPower-optimized for active workloads with less than 4.8W power consumptionReduced TCO thanks to lower power and cooling costsEnhanced enterprise reliability and data protectionSpecificationHard drive Component forNAS Mean time between failures (MTBF)2000000 h Drive device, buffer size128 MB Hard drive interfaceSerial ATA III Hard drive capacity4000 GB Device typeHDD Hard drive size3.5\"" Hard drive interface transfer rate6 Gbit/s Average latency4.16 ms Hard drive speed7200 RPM Bytes per sector512PowerInput voltage5, 12Power consumption (idle)5 WPower consumption (typical)9 WOperational conditionsNon-operating vibration5 GOperating temperature (T-T)5 - 60 °CNon-operating shock250 GOperating shock70 GWeight & dimensionsWidth101.8 mmHeight26.1 mmDepth147 mmWeight655 gPackaging contentQuantity1",213.98,CAD,455795,https://www.vlcanada.com/products/seagate-hdd-4tb-sata-iii-6gb-s-enterprise-7200rpm-128mb-3-5-inch-st4000nm0035,"Seagate HDD4TB SATA III 6Gb/s Enterprise 7200RPM 128MB 3.5 inch (ST4000NM0035). Description: Item model number: ST4000NM0035Easy deployment in legacy storage infrastructures with SATA 6Gb/s interfaceConsistent IOPS performance with low latency for faster random accessPower-optimized for active workloads with less than 4.8W power consumptionReduced TCO thanks to lower power and cooling costsEnhanced enterprise reliability and data protectionSpecificationHard drive Component forNAS Mean time between failures (MTBF)2000000 h Drive device, buffer size128 MB Hard drive interfaceSerial ATA III Hard drive capacity4000 GB Device typeHDD Hard drive size3.5\"" Hard drive interface transfer rate6 Gbit/s Average latency4.16 ms Hard drive speed7200 RPM Bytes per sector512PowerInput voltage5, 12Power consumption (idle)5 WPower consumption (typical)9 WOperational conditionsNon-operating vibration5 GOperating temperature (T-T)5 - 60 °CNon-operating shock250 GOperating shock70 GWeight & dimensionsWidth101.8 mmHeight26.1 mmDepth147 mmWeight655 gPackaging contentQuantity1",,ST4000NM0035,HDD,,,4000.0,,,SATA,Serial ATA III,26.1,,101.8,655.0,3.5 inch,,,"3.5"""
74615786,Gigabyte,GIGABYTE SSD 480GB 2.5,SSD GIGABYTE 480 GB 2.5 internal SSD SATA3 rata transfer r/w: 500/420 MB/s IOPS r/w: 50K/75K,344.1,RON,14618,https://www.computershop.ro/ro/hard-discuri-ssd/17793-gigabyte-ssd-480gb-25.html,GIGABYTE SSD 480GB 2.5. Description: SSD GIGABYTE 480 GB 2.5 internal SSD SATA3 rata transfer r/w: 500/420 MB/s IOPS r/w: 50K/75K,,,SSD,,,480.0,500.0,420.0,SATA III,SATA3,,,,,2.5-inch SATA,,,2.5
80421350,MSI,"MSI - GeForce RTX 2070 SUPER GAMING X TRIO Grafikkort, PCI-Express 3.0, 8GB GDDR6, Turing","MSI GeForce RTX 2070 SUPER GAMING X TRIO Grafikkort,PCI-Express 3.0, 8GB GDDR6, Turing (GEFORCE RTX 2070 SUPER GAMING X TRIO) - GPU-familj: nVidia - GPU: GeForce RTX 2070 SUPER - Gränssnitt: PCI Express x16 3.0 - Videominne: 8GB - Videominnetyp: GDDR6 - Minnebussbredd: 256 bit - DVI: 0 - VGA: 0 - HDMI: 1 - Displayport: 3 - USB-C: 0 - Profile: Triple Slot - Kyltyp: Aktiva",5422.0,SEK,1144482,https://www.studentdator.se/partdetail.aspx?q=p:1000342598,"MSI - GeForce RTX 2070 SUPER GAMING X TRIO Grafikkort, PCI-Express 3.0, 8GB GDDR6, Turing. Description: MSI GeForce RTX 2070 SUPER GAMING X TRIO Grafikkort,PCI-Express 3.0, 8GB GDDR6, Turing (GEFORCE RTX 2070 SUPER GAMING X TRIO) - GPU-familj: nVidia - GPU: GeForce RTX 2070 SUPER - Gränssnitt: PCI Express x16 3.0 - Videominne: 8GB - Videominnetyp: GDDR6 - Minnebussbredd: 256 bit - DVI: 0 - VGA: 0 - HDMI: 1 - Displayport: 3 - USB-C: 0 - Profile: Triple Slot - Kyltyp: Aktiva",GeForce RTX 2070 SUPER GAMING X TRIO,,GPU,GeForce RTX 2070 Super,8.0,,,,PCIe 3.0,,,,,,,GDDR6,,
53832391,Western Digital,WD 1TB My PassportPortable External Hard Drive USB 3.0,Model: WD Passport 1TB,16000.0,GYD,283756,https://riazcomputer.com/product/wd-2tb-my-passport-portable-external-hard-drive-usb-3-0-copy,WD 1TB My PassportPortable External Hard Drive USB 3.0. Description: Model: WD Passport 1TB,My PassportPortable External Hard Drive,,HDD,,,1000.0,,,USB 3.1,,,,,,,,,
66515850,Zotac,ZOTAC GAMING GeForce RTX 2060 6GB GDDR6 Graphics Card,"Cuda Cores: 1920, Boost Clock: 1680MHz, GDDR6, 192-bit Memory, Memory Clock: 14000Mhz, Ray Tracing, 3 x DisplayPort, 1 x HDMI, 5 Year Warranty*",,,1320297,https://www.novatech.co.uk/products/zotac-gaming-geforce-rtx-2060-6gb-gddr6-graphics-card/zt-t20600h-10m.html,"ZOTAC GAMING GeForce RTX 2060 6GB GDDR6 Graphics Card. Description: Cuda Cores: 1920, Boost Clock: 1680MHz, GDDR6, 192-bit Memory, Memory Clock: 14000Mhz, Ray Tracing, 3 x DisplayPort, 1 x HDMI, 5 Year Warranty*",GAMING GeForce RTX 2060,,GPU,GeForce RTX 2060,6.0,,,,,,,,,,,GDDR6,,
20551993,Kingston,"Memorie USB Kingston DataTraveler 80, 32GB, USB-C 3.2 Gen 1 - DT80/32GB","Memorie USB Kingston DataTraveler 80, 32GB, USB-C 3.2 Gen 1 - DT80/32GB",119.0,RON,512363,http://shop.avansoft.ro/cumpara/memorie-usb-kingston-datatraveler-80-32gb-usb-c-3-2-gen-1-dt80-32gb-13888,"Memorie USB Kingston DataTraveler 80, 32GB, USB-C 3.2 Gen 1 - DT80/32GB. Description: Memorie USB Kingston DataTraveler 80, 32GB, USB-C 3.2 Gen 1 - DT80/32GB",DataTraveler 80,AUV128-16G-RBE,USB_STICK,,,32.0,,,USB 3.2 Gen 1,USB-C,,,,,USB-C,,,
35629908,EVGA,EVGA GeForce RTX 2070 Super XC Ultra Gaming 8GB Graphics Card,"Cuda Cores: 2560, Boost Clock: 1800MHz, GDDR6, 256-bit Memory, Memory Clock: 14Ghz, Ray Tracing, 3 x DisplayPort, 1 x HDMI, 1 x USB-C, 3 Year Warranty",,,1734895,https://www.novatech.co.uk/products/evga-geforce-rtx-2070-super-xc-ultra-gaming-8gb-graphics-card/08g-p4-3173-kr.html,"EVGA GeForce RTX 2070 Super XC Ultra Gaming 8GB Graphics Card. Description: Cuda Cores: 2560, Boost Clock: 1800MHz, GDDR6, 256-bit Memory, Memory Clock: 14Ghz, Ray Tracing, 3 x DisplayPort, 1 x HDMI, 1 x USB-C, 3 Year Warranty",GeForce RTX 2070 Super XC Ultra Gaming,,GPU,GeForce RTX 2070 Super,8.0,,,,,,,,,,,GDDR6,,
82431267,Toshiba,Toshiba TransMemory U202 16GB USB 2.0 Flash Stick Pen Memory Drive,"The Toshiba TransMemory U202 USB flash drive makes it simple to store media securely - with a design that's small in size, but big on storage.",,,2507823,https://www.cclonline.com/product/192163/THN-U202W0160E4/USB-Memory-Sticks/Toshiba-TransMemory-16GB-USB2-0-Flash-Drive-White-/BAK6758,"Toshiba TransMemory U202 16GB USB 2.0 Flash Stick Pen Memory Drive. Description: The Toshiba TransMemory U202 USB flash drive makes it simple to store media securely - with a design that's small in size, but big on storage.",TransMemory U202,,USB_STICK,,,16.0,,,USB 2.0,,,,,,,,,
81370212,Seagate,Seagate 14TB 3.5 Iron Wolf Pro NAS HDD SATA 6GBps,Seagate 14TB 3.5 Iron Wolf Pro NAS HDD SATA 6GBps,9819.99,ZAR,756382,https://sbsdomain.com/seagate-14tb-35-iron-wolf-pro-nas-hdd-sata-6gbps,Seagate 14TB 3.5 Iron Wolf Pro NAS HDD SATA 6GBps. Description: Seagate 14TB 3.5 Iron Wolf Pro NAS HDD SATA 6GBps,Iron Wolf Pro NAS,,HDD,,,14000.0,,,SATA III,SATA,,,,,3.5-inch SATA,,,3.5
13417596,Kingston,Kingston KC2500 2TB M.2 PCI SSD,"M.2 2280, PCIe 3.0x4, NVMe, 3D TLC, up to 3500/2900MB/s, 1.2TBW",3115.0,DKK,3774945,https://www.komplett.dk/product/1161424/hardware/lagring/harddiskssd/ssd-m2/kingston-kc2500-2tb-m2-pci-ssd,"Kingston KC2500 2TB M.2 PCI SSD. Description: M.2 2280, PCIe 3.0x4, NVMe, 3D TLC, up to 3500/2900MB/s, 1.2TBW",KC2500,,SSD,,,2000.0,3500.0,2900.0,PCIe 3.0 x4,NVMe,,,,,M.2,,,M.2 2280
72348848,Western Digital,Western Digital Purple 10TB 7200 RPM Surveillance Desktop Internal Hard Disk Drive ( WD101PURZ ),ZERO PAYMENT GATEWAY CHARGES FREE TRANSIT INSURANCE,30601.5,INR,288547,https://starcomp.in/wd-purple-10tb-hdd-wd101purz.html,Western Digital Purple 10TB 7200 RPM Surveillance Desktop Internal Hard Disk Drive ( WD101PURZ ). Description: ZERO PAYMENT GATEWAY CHARGES FREE TRANSIT INSURANCE,Purple,492620-B21,HDD,,,10000.0,,,,,,,,,,,,
198799,Crucial,"Crucial MX500 2TB 2,5'' SSD","SATA 3.0, up to 560/510MB/s read/write, 700TBW, 7 mm",2590.0,SEK,70841,https://www.komplett.se/product/975814/datorutrustning/lagring/haarddisk/ssd-25/crucial-mx500-2tb-25-ssd,"Crucial MX500 2TB 2,5'' SSD. Description: SATA 3.0, up to 560/510MB/s read/write, 700TBW, 7 mm",MX500,,SSD,,,2000.0,510.0,560.0,SATA,SATA,,,7.0,,2.5-inch SATA,,,"2,5''"
53105255,Seagate,"Maxtor M3 External 4TB 2.5\"" HDD USB 3.0 Host Powered - Retail","Capacity: 4TB, Interface: USB 3.0, Power: Host Powered, Dimensions (HDW): 19.85mm x 118.2mm x 82mm, Warranty: 3 Years",,,753727,https://www.novatech.co.uk/products/maxtor-m3-external-4tb-2-5-inch-hdd-usb-3-0-host-powered-retail/stshx-m401tcbm.html,"Maxtor M3 External 4TB 2.5\"" HDD USB 3.0 Host Powered - Retail. Description: Capacity: 4TB, Interface: USB 3.0, Power: Host Powered, Dimensions (HDW): 19.85mm x 118.2mm x 82mm, Warranty: 3 Years",M3 External,,HDD,,,4000.0,,,USB 3.1,USB 3.0,82.0,118.2,19.9,,"2.5""",,,"2.5"""
50127391,Seagate,"Seagate 2.5\"" 2TB SAS 12Gb/s 7.2K RPM 128M, 512N (Avenger)","Seagate 2.5\"" 2TB SAS 12Gb/s 7.2K RPM Hard Drive",,,1769206,https://www.boston-it.de/products/ST2000NX0433.aspx?utm_source=rss&utm_medium=syndication&utm_campaign=rss,"Seagate 2.5\"" 2TB SAS 12Gb/s 7.2K RPM 128M, 512N (Avenger). Description: Seagate 2.5\"" 2TB SAS 12Gb/s 7.2K RPM Hard Drive",Avenger,,HDD,,,2000.0,,,SAS 6G,SAS,,,,,"2.5"" SAS",,,"2.5"""
41915007,Western Digital,WD RED PRO 10TB 3.5 Inch SATA HDD 7200rpm 256MB Cache (WD101KFBX),Model: WD101KFBXCapacity: 10TBInterface: SATA 6GB/sForm Factor: 3.5 InchRPM Class: 7200Cache: 256 MBLimited Warranty: 5 Year,,VND,1592336,https://www.khuetu.vn/wd-red-pro/1780-wd-red-pro-10tb-35-inch-sata-hdd-7200rpm-256mb-cache-wd101kfbx.html,WD RED PRO 10TB 3.5 Inch SATA HDD 7200rpm 256MB Cache (WD101KFBX). Description: Model: WD101KFBXCapacity: 10TBInterface: SATA 6GB/sForm Factor: 3.5 InchRPM Class: 7200Cache: 256 MBLimited Warranty: 5 Year,RED PRO,WD101KFBX,HDD,,,10000.0,,,SATA III,SATA,,,,,3.5-inch SATA,,,3.5 Inch
79912496,Asus,ASUS AMD Radeon RX 580 8GB DUAL OC Graphics Card,"8GB ASUS Radeon RX 580 DUAL OC, 14nm Polaris, 2304 Streams, 1360MHz GPU, 8000MHz GDDR5, 2x DP/2x HDMI 2.0/DVI-D DL",99999.99,GBP,2336754,https://www.scan.co.uk/products/asus-amd-radeon-rx-580-dual-oc-8gb-gddr5-graphics-card,"ASUS AMD Radeon RX 580 8GB DUAL OC Graphics Card. Description: 8GB ASUS Radeon RX 580 DUAL OC, 14nm Polaris, 2304 Streams, 1360MHz GPU, 8000MHz GDDR5, 2x DP/2x HDMI 2.0/DVI-D DL",Radeon RX 580 DUAL OC,,GPU,Radeon RX 580,8.0,,,,,,,,,,,GDDR5,,
43128365,Sandisk,SANDISK 16GB CZ73 ULTRA FLAIR USB3.0 FLASH DRIVE-WRTY 5YRS W/DISTRIBUTOR,Warranty : 5 Years with Local Distributor - Convergent,6.9,SGD,329031,https://www.allstars.com.sg/sandisk-16gb-cz73-ultra-flair-usb3-0-flash-drive-wrty-5yrs-w-distributor,SANDISK 16GB CZ73 ULTRA FLAIR USB3.0 FLASH DRIVE-WRTY 5YRS W/DISTRIBUTOR. Description: Warranty : 5 Years with Local Distributor - Convergent,ULTRA FLAIR,CZ73,USB_STICK,,,16.0,,,USB 3.1,,,,,,,,,
73989902,ADATA,ADATA UV128 16GB USB 3.2 Gen1 Flash Drive - Blue,"ADATA UV128 16GB USB 3.2 Gen1 Flash Drive features a fast USB 3.2 Gen1 interface, a sleek and compact one handed sliding USB connector design and built-in lanyard loop. 5 year manufacturer's warranty.",6.99,GBP,5951871,https://www.gts-shop.co.uk/adata-uv128-16gb-usb-3-2-gen1-flash-drive-blue,"ADATA UV128 16GB USB 3.2 Gen1 Flash Drive - Blue. Description: ADATA UV128 16GB USB 3.2 Gen1 Flash Drive features a fast USB 3.2 Gen1 interface, a sleek and compact one handed sliding USB connector design and built-in lanyard loop. 5 year manufacturer's warranty.",UV128,,USB_STICK,,,16.0,,,USB 3.2 Gen 1,,,,,,,,Blue,
68771755,Asus,ASUS TUF Gaming 3-RX5600XT-O6G-EVO-GAMING AMD Radeon RX 5600 XT 6 GB GDDR6,"ASUS TUF Gaming 3-RX5600XT-O6G-EVO-GAMING, Radeon RX 5600 XT, 6 GB, GDDR6, 192 Bit, 7680 x 4320 Pixels, PCI Express x16 4.0",374.0,EUR,718777,https://www.mymediacenter.nl/asus-tuf-3-rx5600xt-o6g-evo-gaming.html,"ASUS TUF Gaming 3-RX5600XT-O6G-EVO-GAMING AMD Radeon RX 5600 XT 6 GB GDDR6. Description: ASUS TUF Gaming 3-RX5600XT-O6G-EVO-GAMING, Radeon RX 5600 XT, 6 GB, GDDR6, 192 Bit, 7680 x 4320 Pixels, PCI Express x16 4.0",TUF Gaming 3-RX5600XT-O6G-EVO-GAMING,DUAL-RTX2080S-O8G-EVO-V2,GPU,Radeon RX 5600 XT,6.0,,,,PCIe 4.0 x16,,,,,,,GDDR6,,
64863085,,Large Capacity Silver Color USB Flash Drive,Buy Large Capacity Silver Color USB Flash Drive at zafarha.com! Free shipping to 185 countries. 45 days money back guarantee.,86.87,USD,56246489,https://zafarha.com/large-capacity-silver-color-usb-flash-drive,Large Capacity Silver Color USB Flash Drive. Description: Buy Large Capacity Silver Color USB Flash Drive at zafarha.com! Free shipping to 185 countries. 45 days money back guarantee.,,,USB_STICK,,,,,,,,,,,,,,Silver,
18576054,ADATA,ADATA XPG 512GB SX8200 Pro M.2 NVME SSD | Discount Computer Needs,"View and shop for ADATA XPG 512GB SX8200 Pro M.2 NVME SSD, Solid State Drives, and many more products at Discount Computer Needs.",150.95,AUD,827983,https://www.discountcomputerneeds.com.au/products/adata-xpg-512gb-sx8200-pro-m-2-nvme-ssd,"ADATA XPG 512GB SX8200 Pro M.2 NVME SSD | Discount Computer Needs. Description: View and shop for ADATA XPG 512GB SX8200 Pro M.2 NVME SSD, Solid State Drives, and many more products at Discount Computer Needs.",SX8200 Pro,,SSD,,,512.0,,,,NVME,,,,,M.2,,,
81212835,Hewlett Packard Enterprise,Dysk HPE 2TB 12G SAS 7.2K rpm SFF 2.5inch HDD,"Hewlett Packard Enterprise 765466-B21, 2.5\"", 2000 GB, 7200 RPM, SAS, HDD",1951.84,PLN,73576,https://it-broker24.pl/dyski-twarde/dyski-twarde-wewnetrzne/dyski-hp-enterprise/dysk-hpe-2tb-12g-sas-7-2k-rpm-sff-2-5inch-hdd-detail,"Dysk HPE 2TB 12G SAS 7.2K rpm SFF 2.5inch HDD. Description: Hewlett Packard Enterprise 765466-B21, 2.5\"", 2000 GB, 7200 RPM, SAS, HDD",,507616-B21,HDD,,,2000.0,,,SAS 12G,SAS,,,,,2.5-inch SAS,,,"2.5"""
73393656,Asus,ASUS GeForce RTX 2060 PHOENIX,"Grafikkort, PCI-Express 3.0, 6GB, GDDR6, 1365/1680MHz, Turing",3999.0,SEK,117727,https://www.komplett.se/product/1120769/datorutrustning/datorkomponenter/grafikkort/asus-geforce-rtx-2060-phoenix,"ASUS GeForce RTX 2060 PHOENIX. Description: Grafikkort, PCI-Express 3.0, 6GB, GDDR6, 1365/1680MHz, Turing",GeForce RTX 2060 PHOENIX,,GPU,GeForce RTX 2060,6.0,,,,PCIe 3.0,,,,,,,GDDR6,,
50331120,Seagate,Seagate Exos X10 HDD 10TB 256MB 7200rpm SataIII 3.5,Seagate Exos X10 HDD 10TB 256MB 7200rpm SataIII 3.5,442.0,EUR,1822374,https://www.computervalley.it/product_info.php?products_id=25000,Seagate Exos X10 HDD 10TB 256MB 7200rpm SataIII 3.5. Description: Seagate Exos X10 HDD 10TB 256MB 7200rpm SataIII 3.5,Exos X10,,HDD,,,10000.0,,,SATA III,SataIII,,,,,3.5-inch SATA,,,3.5
63472299,Samsung,Samsung 850 EVO 250GB M.2 SSD,Innovative 3D V-NAND TechnologyIncredible Read/Write PerformanceEnhanced Endurance and ReliabilityThe Most Evolved SSD for Ultra-thin Laptops and PCs,140.0,AUD,6464108,http://store.gravit.com.au/product/samsung-850-evo-250gb-m-2-ssd,Samsung 850 EVO 250GB M.2 SSD. Description: Innovative 3D V-NAND TechnologyIncredible Read/Write PerformanceEnhanced Endurance and ReliabilityThe Most Evolved SSD for Ultra-thin Laptops and PCs,850 EVO,,SSD,,,250.0,,,,,,,,,M.2,,,M.2
3713348,Western Digital,Western Digital SSD WD Blue SN550 250 Go,SSD 250 Go M.2 PCIe NVMe 3.0 x4 NAND 3D TLCSSD 250 Go M.2 PCIe NVMe 3.0 x4 NAND 3D TLC,51.25,EUR,1929165,https://www.achatnet.fr/2713-western-digital-ssd-wd-blue-sn550-250-go.html,Western Digital SSD WD Blue SN550 250 Go. Description: SSD 250 Go M.2 PCIe NVMe 3.0 x4 NAND 3D TLCSSD 250 Go M.2 PCIe NVMe 3.0 x4 NAND 3D TLC,WD Blue SN550,,SSD,,,250.0,,,PCIe 3.0 x4,NVMe,,,,,M.2,,,M.2
11410160,Western Digital,WD Red 1TB NAS MobileHard Disk Drive - Intellipower SATA 6 Gb/s 16MB Cache 2.5 Inch - WD10JFCX,WD Red 1TB NAS MobileHard Disk Drive - Intellipower SATA 6 Gb/s 16MB Cache 2.5 Inch - WD10JFCX,72.7,GBP,1524442,https://shop.bt.com/products/wd-red-1tb-nas-mobile--hard-disk-drive---intellipower-sata-6-gb-s-16mb-cache-2-5-inch---wd10jfcx-wd10jfcx-8YPN.html?refs=514440000-58500000,WD Red 1TB NAS MobileHard Disk Drive - Intellipower SATA 6 Gb/s 16MB Cache 2.5 Inch - WD10JFCX. Description: WD Red 1TB NAS MobileHard Disk Drive - Intellipower SATA 6 Gb/s 16MB Cache 2.5 Inch - WD10JFCX,WD Red,ST14000NE0008,HDD,,,1000.0,,,SATA,SATA,,,,,2.5 Inch,,,2.5 Inch
49739678,Samsung,SSD Samsung - 860 EVO BASIC 250 GB SATA3,SSD 250GB 860 EVO BASIC 2.5P SATA III,47.48,EUR,1665283,https://monclick.it/prodotti/3/SSI/samsung/MZ-76E250B%2FEU.htm,SSD Samsung - 860 EVO BASIC 250 GB SATA3. Description: SSD 250GB 860 EVO BASIC 2.5P SATA III,860 EVO BASIC,,SSD,,,250.0,,,SATA III,SATA,,,,,2.5P SATA III,,,2.5P
44259830,Toshiba,"Toshiba P300 500GB 3.5"" SATA 6Gb/s 7200rpm 64MB High Performance Drive","Toshiba P300 500GB 3.5"" SATA 6Gb/s 7200rpm 64MB High Performance Drive",34.35,GBP,154180,https://shop.bt.com/products/toshiba-p300-500gb-3-5--sata-6gb-s-7200rpm-64mb-high-performance-drive-hdwd105uzsva-BPR4.html?refs=58530000-11,"Toshiba P300 500GB 3.5"" SATA 6Gb/s 7200rpm 64MB High Performance Drive. Description: Toshiba P300 500GB 3.5"" SATA 6Gb/s 7200rpm 64MB High Performance Drive",P300,,HDD,,,500.0,,,SATA,SATA,,,,,3.5-inch SATA,,,"3.5"""
47088973,Gigabyte,Gigabyte GV-RXVEGA56GAMING OC-8GD tarjeta gráfica Radeon RX Vega 56 8 GB,"Radeon RX Vega 56, 8 GB, 2048 bit, 800 MHz, 7680 x 4320 Pixeles, PCI Express 3.0",402.51,EUR,1613676,https://powertechbcn.com/es/tarjetas-graficas/633-gigabyte-gv-rxvega56gaming-oc-8gd-tarjeta-grafica-radeon-rx-vega-56-8-gb-4719331302924.html,"Gigabyte GV-RXVEGA56GAMING OC-8GD tarjeta gráfica Radeon RX Vega 56 8 GB. Description: Radeon RX Vega 56, 8 GB, 2048 bit, 800 MHz, 7680 x 4320 Pixeles, PCI Express 3.0",GV-RXVEGA56GAMING OC-8GD,GV-RXVEGA56GAMING OC-8GD,GPU,Radeon RX Vega 56,8.0,,,,PCIe 3.0,,,,,,,,,
93674071,Samsung,Samsung PORTABLE SSD T7 Touch 1TB Mobile External Solid State,Elegant Black mobile external drive comes with huge 1TB storage featuringconnectivity and 256 bit data encryption security.,183.31,GBP,1458655,https://www.cclonline.com/product/307553/MU-PC1T0K/WW/External-Storage/Samsung-PORTABLE-SSD-T7-Touch-1TB-USB-3-1-External-Solid-State-Drive-in-Black/BAK8101,Samsung PORTABLE SSD T7 Touch 1TB Mobile External Solid State. Description: Elegant Black mobile external drive comes with huge 1TB storage featuringconnectivity and 256 bit data encryption security.,PORTABLE SSD T7 Touch,,SSD,,,1000.0,,,,,,,,,,,Black,
43760984,Lacie,"LaCie Rugged Mini 2TB External Hard Drive (2.5"")","Shock-, rain-, and pressure-resistant Password protection USB 3.0: up to 4x faster than USB 2.0",25349.0,PKR,672437,https://www.paklap.pk/lacie-rugged-mini-2tb-external-hard-drive-pakistan.html,"LaCie Rugged Mini 2TB External Hard Drive (2.5""). Description: Shock-, rain-, and pressure-resistant Password protection USB 3.0: up to 4x faster than USB 2.0",Rugged Mini,,HDD,,,2000.0,,,USB 3.1,,,,,,,,,2.5
48676094,Hewlett Packard,HP 2TB 6G SATA 7.2K rpm LFF (3.5-inch) SC Midline 1yr Warranty Hard Drive,HP 2TB 6G SATA 7.2K rpm LFF (3.5-inch) SC Midline 1yr Warranty Hard Drive,,,3694696,https://shoukinet.com/HP-Drive-Storage-Blank-Media-658079-B21,HP 2TB 6G SATA 7.2K rpm LFF (3.5-inch) SC Midline 1yr Warranty Hard Drive. Description: HP 2TB 6G SATA 7.2K rpm LFF (3.5-inch) SC Midline 1yr Warranty Hard Drive,,,HDD,,,2000.0,,,SATA III,SATA,,,,,3.5-inch SATA,,,3.5-inch
9322484,Intel,"Intel SSDSC2KB240G801 internal solid state drive 2.5\"" 240 GB Serial ATA III 3D2 TLC","240GB, 6.35 cm (2.5\"") , Serial ATA III, 3D2 TLC",206.1,EUR,2847398,https://repairtech.ie/product/intel-ssdsc2kb240g801-internal-solid-state-drive-2-5-240-gb-serial-ata-iii-3d2-tlc,"Intel SSDSC2KB240G801 internal solid state drive 2.5\"" 240 GB Serial ATA III 3D2 TLC. Description: 240GB, 6.35 cm (2.5\"") , Serial ATA III, 3D2 TLC",,ZA240NM10011,SSD,,,240.0,,,SATA III,Serial ATA III,,,,,2.5-inch SATA,,,"2.5"""
49082586,Asus,ASUS Radeon RX 5700 XT TUF Gaming X3 8GB Graphics Card,"RX 5700 XT, 8GB GDDR6, Tri Fan Cooling",,,649471,https://www.ebuyer.com/910981-asus-radeon-rx-5700-xt-tuf-gaming-x3-8gb-graphics-card-tuf-3-rx5700xt-o8g-gaming,"ASUS Radeon RX 5700 XT TUF Gaming X3 8GB Graphics Card. Description: RX 5700 XT, 8GB GDDR6, Tri Fan Cooling",Radeon RX 5700 XT TUF Gaming X3,,GPU,Radeon RX 5700 XT,8.0,,,,,,,,,,,GDDR6,,
190485,Western Digital,"HDD extern WD Black P10 Game Drive 2TB, 2.5\"", USB 3.2 Gen1 - WDBA2W0020BBK-WESN","HDD extern WD Black P10 Game Drive 2TB, 2.5\"", USB 3.2 Gen1 - WDBA2W0020BBK-WESN",547.0,RON,184010,http://shop.avansoft.ro/cumpara/hdd-extern-wd-black-p10-game-drive-2tb-2-5-usb-3-2-gen1-wdba2w0020bbk-17341,"HDD extern WD Black P10 Game Drive 2TB, 2.5\"", USB 3.2 Gen1 - WDBA2W0020BBK-WESN. Description: HDD extern WD Black P10 Game Drive 2TB, 2.5\"", USB 3.2 Gen1 - WDBA2W0020BBK-WESN",Black P10 Game Drive,ST6000DM003,HDD,,,2000.0,,,USB 3.2 Gen 1,,,,,,"2.5""",,,"2.5"""
8389373,Asus,ASUS GeForce RTX 3080 TUF GAMING,"Skjermkort, PCI-Express 4.0, 10GB GDDR6X, Ampere",8000.0,NOK,1227380,https://www.komplett.no/product/1168358/datautstyr/pc-komponenter/skjermkort/asus-geforce-rtx-3080-tuf-gaming,"ASUS GeForce RTX 3080 TUF GAMING. Description: Skjermkort, PCI-Express 4.0, 10GB GDDR6X, Ampere",GeForce RTX 3080 TUF GAMING,,GPU,GeForce RTX 3080,10.0,,,,PCIe 4.0,,,,,,,GDDR6X,,
23993254,Samsung,Samsung Portable T5 500GB externe SSD,"(Solid, 500GB, Drive), Externe, Portable, SSD, Samsung, State, T5, externe",89.95,EUR,236259,https://www.megekko.nl/product/2019/208037/Externe-SSD/Samsung-Portable-T5-500GB-externe-SSD,"Samsung Portable T5 500GB externe SSD. Description: (Solid, 500GB, Drive), Externe, Portable, SSD, Samsung, State, T5, externe",Portable T5,,SSD,,,500.0,,,,,,,,,,,,
73023967,Seagate,Seagate IronWolf Pro 10 To,"Disque dur 3.5"" - 7200 tpm - 256 Mo - SATA III - Bulk",359.99,EUR,575689,https://www.topachat.com/pages/detail2_cat_est_micro_puis_rubrique_est_wdi_sata_puis_ref_est_in20001652.html,"Seagate IronWolf Pro 10 To. Description: Disque dur 3.5"" - 7200 tpm - 256 Mo - SATA III - Bulk",IronWolf Pro,,HDD,,,10000.0,,,SATA III,SATA,,,,,3.5-inch SATA,,,"3.5"""
69943848,,My Passport GO Portable SSD 500GB Amber,"My Passport Go is the tough SSD drive built to travel. With a rubber protective bumper on the outside, a solid state drive on the inside, and a built-in cable for convenience; this is no ordinary drive. My Passport Go is the perfect drive to take anywhere with confidence.",149.99,NZD,5184814,https://www.noelleeming.co.nz/shop/computers-tablets/accessories/storage-memory/wd-wdbmcg5000ayt-wesn-my-passport-go-portable-ssd-500gb-amber/prod183958.html,"My Passport GO Portable SSD 500GB Amber. Description: My Passport Go is the tough SSD drive built to travel. With a rubber protective bumper on the outside, a solid state drive on the inside, and a built-in cable for convenience; this is no ordinary drive. My Passport Go is the perfect drive to take anywhere with confidence.",My Passport GO,,SSD,,,500.0,,,,,,,,,,,Amber,
