df1_idx,config,attribute,is_numeric,ground_truth,predicted,unknown,correct_standard,ce_judgment
28,RAG-TE-RR-GPT54Mini-ohne,height_mm,True,42.0,42,False,True,correct
28,RAG-TE-RR-GPT54Mini-ohne,width_mm,True,130.9,130.9,False,True,correct
30,RAG-TE-RR-GPT54Mini-ohne,bus_type,False,USB 3.0,USB 3.0,False,True,correct
30,RAG-TE-RR-GPT54Mini-ohne,model_number,False,WDBMCG5000ABT-WESN,WDBMCG5000ABT-WESN,False,True,correct
33,RAG-TE-RR-GPT54Mini-ohne,read_speed_mb_s,True,130.0,130,False,True,correct
33,RAG-TE-RR-GPT54Mini-ohne,height_mm,True,20.8,20.8,False,True,correct
33,RAG-TE-RR-GPT54Mini-ohne,width_mm,True,87.9,87.9,False,True,correct
41,RAG-TE-RR-GPT54Mini-ohne,read_speed_mb_s,True,540.0,540,False,True,correct
41,RAG-TE-RR-GPT54Mini-ohne,height_mm,True,10.5,10.5,False,True,correct
41,RAG-TE-RR-GPT54Mini-ohne,width_mm,True,57.0,57.0,False,True,correct
43,RAG-TE-RR-GPT54Mini-ohne,model_number,False,GP-ASM2NE6100TTTD,GP-ASM2NE6100TTTD,False,True,correct
43,RAG-TE-RR-GPT54Mini-ohne,height_mm,True,11.4,11.4,False,True,correct
43,RAG-TE-RR-GPT54Mini-ohne,width_mm,True,80.5,23.5,False,False,wrong
52,RAG-TE-RR-GPT54Mini-ohne,bus_type,False,SATA III,SATA III,False,True,correct
52,RAG-TE-RR-GPT54Mini-ohne,model,False,SU800,Ultimate SU800,False,True,correct
52,RAG-TE-RR-GPT54Mini-ohne,read_speed_mb_s,True,560.0,560,False,True,correct
52,RAG-TE-RR-GPT54Mini-ohne,write_speed_mb_s,True,520.0,520,False,True,correct
52,RAG-TE-RR-GPT54Mini-ohne,height_mm,True,3.5,3.5,False,True,correct
52,RAG-TE-RR-GPT54Mini-ohne,width_mm,True,22.0,22,False,True,correct
54,RAG-TE-RR-GPT54Mini-ohne,bus_type,False,PCIe 3.0 x16,PCIe 3.0 x16,False,True,correct
54,RAG-TE-RR-GPT54Mini-ohne,model_number,False,N20702-08D6-1710VA23,N20702-08D6-1710VA23,False,True,correct
54,RAG-TE-RR-GPT54Mini-ohne,width_mm,True,113.0,113,False,True,correct
56,RAG-TE-RR-GPT54Mini-ohne,read_speed_mb_s,True,560.0,560,False,True,correct
56,RAG-TE-RR-GPT54Mini-ohne,write_speed_mb_s,True,510.0,510,False,True,correct
59,RAG-TE-RR-GPT54Mini-ohne,width_mm,True,690.0,69,False,False,wrong
60,RAG-TE-RR-GPT54Mini-ohne,model,False,Ironwolf 110,Nytro 1351,False,False,wrong
60,RAG-TE-RR-GPT54Mini-ohne,read_speed_mb_s,True,560.0,560,False,True,correct
67,RAG-TE-RR-GPT54Mini-ohne,read_speed_mb_s,True,550.0,550,False,True,correct
77,RAG-TE-RR-GPT54Mini-ohne,read_speed_mb_s,True,555.0,560.0,False,False,acceptable
77,RAG-TE-RR-GPT54Mini-ohne,write_speed_mb_s,True,520.0,520,False,True,correct
77,RAG-TE-RR-GPT54Mini-ohne,height_mm,True,7.0,7,False,True,correct
82,RAG-TE-RR-GPT54Mini-ohne,model_number,False,CT2000P1SSD8,P1 3D NAND NVMe,False,False,wrong
82,RAG-TE-RR-GPT54Mini-ohne,read_speed_mb_s,True,2000.0,2000,False,True,correct
82,RAG-TE-RR-GPT54Mini-ohne,write_speed_mb_s,True,1700.0,1700,False,True,correct
86,RAG-TE-RR-GPT54Mini-ohne,height_mm,True,67.0,10,False,False,wrong
86,RAG-TE-RR-GPT54Mini-ohne,width_mm,True,15.0,16,False,False,acceptable
90,RAG-TE-RR-GPT54Mini-ohne,bus_type,False,PCIe 3.0,PCIe 3.0,False,True,correct
90,RAG-TE-RR-GPT54Mini-ohne,height_mm,True,41.0,41,False,True,correct
90,RAG-TE-RR-GPT54Mini-ohne,width_mm,True,119.3,119.3,False,True,correct
95,RAG-TE-RR-GPT54Mini-ohne,model_number,False,801882-B21,801882-B21,False,True,correct
95,RAG-TE-RR-GPT54Mini-ohne,model,False,ISS,Hewlett Packard Enterprise - 1TB 6G SATA 7.2K rpm LFF (3.5in) Non-hot Plug Standard 1yr Warranty Hard Drive,False,False,wrong
131,RAG-TE-RR-GPT54Mini-ohne,model_number,False,WDS120G2G0A,WDS120G2G0A,False,True,correct
131,RAG-TE-RR-GPT54Mini-ohne,write_speed_mb_s,True,430.0,430,False,True,correct
131,RAG-TE-RR-GPT54Mini-ohne,height_mm,True,7.0,7,False,True,correct
135,RAG-TE-RR-GPT54Mini-ohne,read_speed_mb_s,True,560.0,560,False,True,correct
135,RAG-TE-RR-GPT54Mini-ohne,write_speed_mb_s,True,540.0,540,False,True,correct
137,RAG-TE-RR-GPT54Mini-ohne,model,False,L200,L200,False,True,correct
145,RAG-TE-RR-GPT54Mini-ohne,read_speed_mb_s,True,2400.0,2400,False,True,correct
145,RAG-TE-RR-GPT54Mini-ohne,write_speed_mb_s,True,1950.0,1950.0,False,True,correct
145,RAG-TE-RR-GPT54Mini-ohne,height_mm,True,2.4,2.4,False,True,correct
145,RAG-TE-RR-GPT54Mini-ohne,width_mm,True,22.0,22.0,False,True,correct
152,RAG-TE-RR-GPT54Mini-ohne,model_number,False,MZ-76P1T0B/EU,MZ-76P1T0B/EU,False,True,correct
152,RAG-TE-RR-GPT54Mini-ohne,read_speed_mb_s,True,560.0,560,False,True,correct
152,RAG-TE-RR-GPT54Mini-ohne,write_speed_mb_s,True,530.0,530,False,True,correct
158,RAG-TE-RR-GPT54Mini-ohne,model,False,HDD SRV SAS 12G,HDD SRV SAS 12G,False,True,correct
178,RAG-TE-RR-GPT54Mini-ohne,model,False,Ace - A80,Ace - A80,False,True,correct
188,RAG-TE-RR-GPT54Mini-ohne,model,False,Barracuda 7200.12,"Seagate 500GB 7.2K 2.5"" SP 6G SATA",False,False,wrong
224,RAG-TE-RR-GPT54Mini-ohne,model,False,Cheetah,Cheetah,False,True,correct
225,RAG-TE-RR-GPT54Mini-ohne,model,False,GIGABYTE SSD 1TB,SSD,False,True,wrong
225,RAG-TE-RR-GPT54Mini-ohne,height_mm,True,7.0,7,False,True,correct
17,RAG-TE-RR-GPT54Mini-ohne,model_number,False,843266-B21,843266-B21,False,True,correct
21,RAG-TE-RR-GPT54Mini-ohne,model_number,False,PBU240GS25SSDR,PBU240GS25SSDR,False,True,correct
23,RAG-TE-RR-GPT54Mini-ohne,model_number,False,SDCZ50-128G-B35,Cruzer BLADE™,False,False,wrong
27,RAG-TE-RR-GPT54Mini-ohne,model_number,False,WDBWLG0040HBK-EESN,WDBWLG0040HBK-EESN,False,True,correct
31,RAG-TE-RR-GPT54Mini-ohne,model_number,False,DT100G3/256GB,DT100G3,False,True,acceptable
