config,df1_idx,attribute,ground_truth,predicted,correct,unknown
LLM-only,42,form_factor,"2.5""",M.2,False,False
LLM-only,42,storage_connection_type,"2.5"" SATA","SATA III, PCIe (NVMe)",False,False
LLM-only,43,model_number,GP-ASM2NE6100TTTD,AORUS1TB,False,False
LLM-only,45,model_number,912-V372-257,NVIDIA-RTX-2070-SUPER-G-X-TRIO,False,False
LLM-only,45,bus_type,PCIe 3.0,PCIe,True,False
LLM-only,46,model_number,DT100G3/128GB,AEMT7AF5552A,False,False
LLM-only,49,bus_type,USB 3.0,SATA,False,False
LLM-only,49,interface_type,USB,USB3.0,True,False
LLM-only,49,form_factor,2.5,External,False,False
LLM-only,49,storage_connection_type,USB 3.0,USB,True,False
LLM-only,51,model_number,PH-RTX2060-6G,TUF-RTX2060-PH-O6G-GAMING,False,False
LLM-only,52,bus_type,SATA III,M.2,False,False
LLM-only,52,interface_type,SATA,M.2,False,False
LLM-only,54,model_number,N20702-08D6-1710VA23,NR20723G2SD6P8XV,False,False
LLM-only,54,bus_type,PCIe 3.0 x16,PCIe,True,False
LLM-only,57,model_number,MZ-76P2T0B,MZ-76P2T0CW,False,False
LLM-only,58,model_number,CT2000P5SSD8,P5M2000CT9,False,False
LLM-only,59,form_factor,Low Profile,Half-Length,False,False
LLM-only,61,model_number,ZT-A30900D-10P,RTX 3090 24GB Trinity,False,False
LLM-only,61,bus_type,PCIe 4.0,PCIe,True,False
LLM-only,63,model_number,CSSD-F500GBMP600,MP600-500GB,False,False
LLM-only,66,bus_type,PCIe 4.0,PCIe,True,False
LLM-only,71,interface_type,USB-C,SATA,False,False
LLM-only,72,model_number,CT1000P1SSD8,P1-CT1000MX300,False,False
LLM-only,74,model_number,MU-PC2T0H,T5PE1E,False,False
LLM-only,74,bus_type,USB 3.2 Gen 2,NVMe,False,False
LLM-only,75,form_factor,"2.5""",External,False,False
LLM-only,78,model_number,ST300MP0106,ST15000NM0039,False,False
LLM-only,78,interface_type,SAS,SAS,True,False
LLM-only,79,model_number,GT 710 1GD3H LP,GT 710,True,False
LLM-only,81,model_number,02G-P3-2717-KR,02-GF-2519-KR,False,False
LLM-only,81,form_factor,Single Slot,Full-Height,False,False
LLM-only,82,model_number,CT2000P1SSD8,P1-NVME-M2-2000GB,False,False
LLM-only,84,bus_type,PCIe x16,NVLink,False,False
LLM-only,85,model_number,MZ-76E500BW,MZ-76E500BW,True,False
LLM-only,88,model_number,MU-PC1T0S/WW,MU01T0UA,False,False
LLM-only,89,model_number,STHH1000400,STHT1000400,False,False
LLM-only,89,interface_type,USB 3.0 & USB-C,USB,True,False
LLM-only,89,form_factor,"2.5""",Portable,False,False
LLM-only,89,storage_connection_type,USB,USB,True,False
LLM-only,90,bus_type,PCIe 3.0,XpXP,False,False
LLM-only,92,model_number,SDCZ48-032G-U46,CUT032G,False,False
LLM-only,94,model_number,MZ-76E2T0BW,MZ-76E1T0BW,False,False
LLM-only,95,model_number,801882-B21,HPE6T6S72KSPLNHP,False,False
LLM-only,97,model_number,WDS250G3X0C,WDS250G3B0A,False,False
LLM-only,98,model_number,AGAMMIXS50-1TT-C,XPG GAMMIX S50,False,False
LLM-only,99,model_number,GV-N165SOC-4GD,GV-N165SF2OC-4GI,False,False
LLM-only,99,bus_type,PCIe 3.0,PCIe,True,False
LLM-only,100,model_number,CT1000P5SSD8,P5CT1T825,False,False
LLM-only,102,storage_connection_type,USB,USB,True,False
LLM-only,103,bus_type,PCIe x16,PCIe,True,False
LLM-only,107,bus_type,PCIe 3.0,PCIe,True,False
LLM-only,108,model_number,GV-N105TOC-4GD,GV-N105TCOCC-4GD,False,False
LLM-only,108,bus_type,PCIe 3.0 x16,PCIe,True,False
LLM-only,109,form_factor,Low Profile,Desktop,False,False
LLM-only,112,model_number,LAC301558,LAC9000018,False,False
LLM-only,112,form_factor,"2.5""",External,False,False
LLM-only,114,model_number,AGAMMIXS5-1TT-C,XPG GAMMIX S5 M.2 2280,False,False
LLM-only,115,model_number,WD40PURX,PVA46A0B,False,False
LLM-only,117,model_number,GP-ASM2NE6500GTTD,AORUS500GBM2P4NVS,False,False
LLM-only,119,model_number,WDS200T2B0A,WDBFMV0160JMKNUT,False,False
LLM-only,121,interface_type,NVMe,USB,False,False
LLM-only,121,storage_connection_type,Type-C,USB 3.,False,False
LLM-only,122,model_number,GP-GSTFS31480GNTD,AAF-S80G,False,False
LLM-only,123,model_number,GV-N208SAORUS-8GC,GV-N208SWF2 Gaming OC 8G,False,False
LLM-only,124,bus_type,USB 3.0,USB,True,False
LLM-only,124,interface_type,Lightning,USB,False,False
LLM-only,126,model_number,XA1920ME10063,Nvt-1520,False,False
LLM-only,127,model_number,NEAT7100HD46H,GT-710-P,False,False
LLM-only,129,model_number,MTFDHBE3T8TDF-1AW1ZABYY,3.84TB_2.5”_U.2_NVMe_SSD,False,False
LLM-only,130,model_number,DC450R/3840G,KC452V400G,False,False
LLM-only,131,model_number,WDS120G2G0A,WDBF1F0120HSL-00A7B9,False,False
LLM-only,132,model_number,CZ73,SDDDC2-064G-G46A,False,False
LLM-only,136,form_factor,3.5”,3.5inch,False,False
LLM-only,136,storage_connection_type,3.5” SATA,SATA,True,False
LLM-only,139,model_number,HDWD105UZSVA,P3S51063A01,False,False
LLM-only,140,bus_type,USB 3.0,USB,True,False
LLM-only,140,interface_type,iOS,USB,False,False
LLM-only,142,bus_type,PCIe 3.0,PCIe,True,False
LLM-only,143,interface_type,SATA,SATA,True,False
LLM-only,146,model_number,GV-N2070WF2-8GD,GV-N2070WF2-8GD,True,False
LLM-only,146,bus_type,PCIe,PCIe,True,False
LLM-only,149,bus_type,PCIe,PCIe,True,False
LLM-only,150,bus_type,PCIe x16,PCIe,True,False
LLM-only,151,model_number,MZ-V7S1T0B/AM,1TB MZ-V7E1T0KW,False,False
LLM-only,152,model_number,MZ-76P1T0B/EU,SNVPM128NTB,False,False
LLM-only,153,model_number,ZP480NM30011,ST1500NM0077,False,False
LLM-only,157,model_number,MZ-V7E250BW,980,False,False
LLM-only,159,model_number,GV-RXVEGA56GAMING OC-8GD,RX Vega 56 Gaming OC,False,False
LLM-only,163,model_number,HDWE140EZSTA,X3004TWL1A9Y0,False,False
LLM-only,164,bus_type,PCIe 3.0 x16,PCIe,True,False
LLM-only,164,form_factor,ATX,"Half Height, Half Length (HHHL)",False,False
LLM-only,165,model_number,AXRX5700XT-8GBD6-3DHDR/OC,AXRX57N60X1/8DG,False,False
LLM-only,168,model_number,GV-N166TOC-6GD,GV-N166TF2C-6GD,False,False
LLM-only,168,bus_type,PCIe 3.0,PCIe,True,False
LLM-only,169,model_number,ZA500GM1A001,ST500LT012-1AI141,False,False
LLM-only,170,model_number,VPN100-512GM28H,VPN100,True,False
LLM-only,174,bus_type,PCIe,PCIe,True,False
LLM-only,175,model_number,CT500P2SSD8,P2NS501C,False,False
LLM-only,180,model_number,DTEG2/64GB,AET064G2,False,False
LLM-only,180,interface_type,USB Type-A,USB_A,False,False
LLM-only,180,storage_connection_type,USB Type-A,USB,True,False
LLM-only,182,bus_type,PCIe 3.0,PCIe,True,False
LLM-only,183,model_number,DT70/32GB,DT700G2,False,False
LLM-only,184,bus_type,PCIe 3.0,X1,False,False
LLM-only,186,model_number,100-505957,V42P7Y5B,False,False
LLM-only,186,form_factor,PCIe Add-in Card,Single Slot,False,False
LLM-only,187,bus_type,USB 3.0,SATA,False,False
LLM-only,187,interface_type,Micro-USB 3.0 (Micro-B 10-pin),USB,True,False
LLM-only,189,bus_type,PCIe 3.0,PCIe,True,False
LLM-only,192,bus_type,PCIe,PCIe,True,False
LLM-only,194,model_number,V809-2404R,GP104-295,False,False
LLM-only,194,bus_type,PCIe 3.0 x16,PCIe,True,False
LLM-only,198,model_number,SKC600/512G,KS2510B,False,False
LLM-only,202,bus_type,PCIe 3.0,PCIe,True,False
LLM-only,203,model_number,STEA2000403,STGD2000100,False,False
LLM-only,203,interface_type,USB,USB,True,False
LLM-only,206,model_number,SP512GBP34A80M28,A80,True,False
LLM-only,207,bus_type,PCIe 3.0,PCIe,True,False
LLM-only,208,model_number,MZ-76E250BW,MZ-76E250BW,True,False
LLM-only,211,model_number,WDS240G2G0B,WDS240G2B0A,False,False
LLM-only,213,form_factor,"2.5""",External,False,False
LLM-only,213,storage_connection_type,"2.5""",USB,False,False
LLM-only,214,model_number,WD20EURX,WD20EFRX,False,False
LLM-only,216,model_number,AS40G-1TT-C,XPG 1TB S40G,False,False
LLM-only,216,bus_type,PCIe 3.0 x4,M.2,False,False
LLM-only,218,model_number,06G-P4-1161-KR,NVIDIA-2064-GTX1660XC-6G,False,False
LLM-only,218,bus_type,PCIe 3.0,PCIe,True,False
LLM-only,219,bus_type,PCIe 3.0,PCIe,True,False
LLM-only,226,interface_type,NVMe,M.2,False,False
LLM-only,231,model_number,AHD830-5TU31-CBK,HD830-5R502-PN,False,False
LLM-only,231,interface_type,USB,USB3.0,True,False
LLM-only,231,form_factor,"2.5""",Portable,False,False
LLM-only,233,model_number,GP-ASM2NE6200TTTD,AASU4001S-2T,False,False
LLM-only,234,model_number,STHN2000400,5C2E0127,False,False
LLM-only,234,form_factor,"2.5""",Portable,False,False
LLM-only,235,interface_type,USB tipo A,USB_3.1,False,False
LLM-only,235,storage_connection_type,USB tipo A,USB,True,False
LLM-only,237,model_number,WDS250G2B0C,WDS250G3B0A,False,False
LLM-only,238,model_number,DTDUO3/64GB,DTMF2G/64GB,False,False
LLM-only,240,interface_type,USB,USB3.0,True,False
LLM-only,240,form_factor,Portable,Portable,True,False
LLM-only,240,storage_connection_type,USB,USB,True,False
LLM-only,241,model_number,02G-P4-6333-KR,05G-P4-2063-KR,False,False
LLM-only,244,bus_type,PCIe 3.0 x16,PCIe,True,False
LLM-only,246,model_number,ZT-T20610E-10M,ZT-T20610F-10P,False,False
LLM-only,248,bus_type,PCIe 3.0,PCIe,True,False
LLM-only,249,bus_type,SATA,SATA,True,False
LLM-only,249,interface_type,SATA,SATA,True,False
LLM-only,249,form_factor,"3.5""",3.5inch,False,False
LLM-only,249,storage_connection_type,3.5-inch SATA,SATA,True,False
LLM-only,251,model_number,HDWD120UZSVA,P3T2TE630K,False,False
LLM-only,253,model_number,652611-B21,648053-B21,False,False
LLM-only,255,model_number,785067-B21,ES.3AYF9A,False,False
LLM-only,256,model_number,WD20EZRZ,WD20EFRX,False,False
LLM-only,262,model_number,GP-ASM2NE2512GTTDR,AORUS-256G,False,False
LLM-only,266,model_number,ST10000NM001G,XA6100,False,False
LLM-only,267,bus_type,USB 3.1 Gen 2,NVMe,False,False
LLM-only,267,interface_type,Type C & Type A Compatible,USB-C,False,False
LLM-only,268,model_number,CT500X8SSD9,P4000-0007,False,False
LLM-only,268,bus_type,USB 3.1 Gen 2,M.2,False,False
LLM-only,268,interface_type,USB-C,USB3.2Gen2,False,False
LLM-only,268,form_factor,External,Portable,False,False
LLM-only,268,storage_connection_type,USB-C,"M.2/PCIe (Note: This is a common connection type for portable SSDs, but actual type may vary based on specific product)",False,False
LLM-only,269,bus_type,PCIe 4.0,NVIDIA,False,False
LLM-only,271,form_factor,"2.5""",Portable,False,False
LLM-only,273,model_number,GV-N208SGAMING-OC-8GC,GV-N208SGAMINGOC-8GD6H,False,False
LLM-only,274,model_number,11G-P4-2589-KR,RTX 3080/Ti/11G P8-3X9-KNK-XXX,False,False
LLM-only,274,bus_type,PCIe 3.0,PCIe,True,False
LLM-only,276,model_number,XA960LE10063,NAAE60001002,False,False
LLM-only,276,form_factor,"2.5""",2.5-inch,False,False
LLM-only,276,storage_connection_type,"2.5"" SATA",SATA,True,False
LLM-only,279,bus_type,PCIe 3.0 x16,PCIe,True,False
LLM-only,279,form_factor,ATX,Graphics Card,False,False
LLM-only,280,model_number,ST10000VX0004,ST10000VN0006,False,False
LLM-only,282,model_number,100-505826,WX-7108-2DFW,False,False
LLM-only,282,form_factor,Single-Slot,Half Height PCIe,False,False
LLM-only,284,model_number,MZ-76E1T0B,MZ-76E1T0BW,True,False
LLM-only,286,model_number,MZ-76P512B/EU,MZ-76P512BW,False,False
LLM-only,288,model_number,WDS100T2X0C,SN750,False,False
LLM-only,289,model_number,MU-PC2T0S/WW,MU-PG9V250,False,False
LLM-only,290,form_factor,ATX,Desktop,False,False
LLM-only,294,model_number,90YV0CU1-M0NA00,RTCO-GTX1660PHN-6GD6H,False,False
LLM-only,294,bus_type,PCIe 3.0,PCIe,True,False
LLM-only,295,model_number,ASX8200PNP-2TT-C,XPG SX8200 PRO-2T,False,False
LLM-only,297,model_number,ZA480CV1A001,ST4000DM000,False,False
LLM-only,298,model_number,TUF-RTX2060-6G-GAMING,RTX 2060-TF2G,False,False
LLM-only,298,bus_type,PCIe 3.0 x16,X16,True,False
LLM-only,301,interface_type,USB,USB_2.0,True,False
LLM-only,302,model_number,GV-N208SAORUS-WB-8GC,AORUS-RTX-2080-SUPER-8GB-WATERFORCE-WB,False,False
LLM-only,302,bus_type,PCIe 3.0 x16,X16,True,False
LLM-only,302,form_factor,ATX Form,Desktop,False,False
LLM-only,303,model_number,ST4000NM0025,ST4000NM001A,False,False
LLM-only,305,interface_type,USB,USB_3.0,True,False
LLM-only,307,model_number,SDCZ73-256G-G46,SDCZ53-256G-G46,False,False
LLM-only,309,model_number,SSDSC2KB019T7,S45E001A3,False,False
LLM-only,310,bus_type,PCIe 4.0,PCIe,True,False
LLM-only,312,interface_type,NVMe,USB 3.1 Gen 1,False,False
LLM-only,313,model_number,GV-N730D5-2GL,GT-730-2GD5,False,False
LLM-only,313,form_factor,Low-profile,Half Height,False,False
LLM-only,314,model_number,DUAL-RX580-O8G,R9-585-8G,False,False
LLM-only,315,model_number,MZ-V7S250B/AM,500GB,False,False
LLM-only,316,bus_type,SATA III,NVMe,False,False
LLM-only,316,interface_type,SATA,SATA,True,False
LLM-only,316,form_factor,"2.5""",2.5-inch,False,False
LLM-only,316,storage_connection_type,2.5-inch SATA,SATA III,False,False
LLM-only,317,bus_type,PCIe 4.0,PCIe,True,False
LLM-only,318,model_number,ZA500CM1A003,ST500LT012,False,False
LLM-only,319,bus_type,PCIe 3.0 x16,PCIe,True,False
LLM-only,320,model_number,CMFVY3A-128GB,CMFV2-128G,False,False
LLM-only,321,model_number,MU-PA500,S3E6B56002A,False,False
LLM-only,322,model_number,STGG8000400,BGE9,False,False
LLM-only,322,form_factor,"3.5""",External,False,False
LLM-only,322,storage_connection_type,USB 3.0,USB,True,False
LLM-only,324,model_number,ZA3840NM10011,ST11000620SS,False,False
LLM-only,326,model_number,SDCZ48-06G-U46,SDDCR1-016G-G25,False,False
LLM-only,328,interface_type,USB-C,USB-C,True,False
LLM-only,328,storage_connection_type,USB-C,USB,True,False
LLM-only,329,model_number,ZT-T20810D-10P,ZT-T30810C-10P,False,False
LLM-only,330,bus_type,PCIe x16,PCIe,True,False
LLM-only,331,model_number,ASD700-256GU31-CBK,SD7M256GUCB-W,False,False
LLM-only,331,storage_connection_type,USB,Micro-USB B,True,False
LLM-only,332,model_number,SSDPE21D480GAX1,AAX200020481280,False,False
LLM-only,334,model_number,DC450R/1920G,DCPM10T/960G,False,False
LLM-only,334,form_factor,"2.5""",2.5-inch,False,False
LLM-only,334,storage_connection_type,"2.5"" SATA",SATA 6Gb/s,False,False
LLM-only,336,model_number,MG04ACA600E,HC420,False,False
LLM-only,338,interface_type,SAS,SAS,True,False
LLM-only,338,storage_connection_type,"2.5"" SFF",SAS,False,False
LLM-only,347,model_number,Turbo -RTX2070S-8G-EVO,Turing,False,False
LLM-only,347,bus_type,PCIe,PCIe,True,False
LLM-only,348,model_number,DT100G3/ 16GBCR,DT100G3,True,False
LLM-only,349,model_number,90YV0DV1-M0NA00,Dual-RX-5500-XT-EVO-8G,False,False
LLM-only,351,model_number,WDBWLG0030HBK,WDBF2D0030BBK-EESN,False,False
LLM-only,352,model_number,GT1030-2G-BRK,GT1030-2GB-BRK,False,False
LLM-only,353,model_number,ST8000VN004,IronWolf_8TB_HD,False,False
LLM-only,356,bus_type,PCIe 3.0,PCIe,True,False
LLM-only,357,model_number,WDS200T1R0B,SA500-750B6T0,False,False
LLM-only,357,form_factor,M.2,M.2,True,False
LLM-only,359,storage_connection_type,"2.5"" SFF",SAS,False,False
LLM-only,360,model_number,XA480ME10063,Nytro 1551,False,False
LLM-only,363,model_number,TUF-GTX1650S-4G-GAMING,GT2060-4G-GAMING,False,False
LLM-only,363,bus_type,PCIe 3.0,PCIe,True,False
LLM-only,366,model_number,MU-PC1T0H/WW,PK27A8S0E,False,False
LLM-only,366,bus_type,USB 3.2 Gen 2,NVMe,False,False
LLM-only,366,interface_type,Type-C,USB-C,False,False
LLM-only,368,bus_type,PCIe 2.0,PCIe,True,False
LLM-only,368,form_factor,Low profile,Half Height/Bracket,False,False
LLM-only,369,model_number,ROG-STRIX-RX5700XT-O8G-GAMING,RX90S614X9US3,False,False
LLM-only,374,model_number,WDBYNN0010BRD-WESN,WDBY9F0020BBLR,False,False
LLM-only,378,interface_type,USB Type-C,USB 3.0,False,False
LLM-only,379,model_number,WDBYVG0010BBK-WESN,WDBY8L0020BBK-EESN,False,False
LLM-only,381,model_number,SSDSC2KB240G801,D3-S4510-240GB,False,False
LLM-only,382,model_number,VGAGT1030-2G-BRK,GT 1030,False,False
LLM-only,384,model_number,ST1000NM001A,ST10000NM0006,False,False
LLM-only,386,model_number,ZA240NM10011,530,False,False
LLM-only,388,model_number,WD100PURZ,WD102KFRG,False,False
LLM-only,389,bus_type,PCIe 3.0 x16,PCIe,True,False
LLM-only,390,bus_type,PCIe 3.0 x16,PCIe,True,False
LLM-only,392,model_number,STHH2000400,STDA2000100,False,False
LLM-only,392,interface_type,Type-C,USB 3.0,False,False
LLM-only,394,model_number,MU-PC500S/WW,MU-A501T,False,False
LLM-only,396,model_number,GV-N208STURBO-8GC,GV-N208SWF2 GAMING 8GD,False,False
LLM-only,397,model_number,WDS100T2G0A,WD10SPZX,False,False
LLM-only,398,bus_type,PCIe 3.0,PCIe,True,False
LLM-only,400,bus_type,USB 3.1 Gen 1,USB_3,False,False
LLM-only,402,model_number,N208TAORUSX W-11GC,A0-1145,False,False
LLM-only,402,bus_type,PCIe 3.0,PCIe,True,False
LLM-only,403,model_number,SE9 G2,DTSSE9G2/16GB,False,False
LLM-only,405,model_number,WDS250G2B0B,WDB8Z0100BBK-01,False,False
LLM-only,405,bus_type,SATA III,M.2,False,False
LLM-only,405,interface_type,SATA,M.2,False,False
LLM-only,407,model_number,ZP500GM3A002,500GB M.2 PCIe 4.0 NVMe SSD/Solid State Drive,False,False
LLM-only,409,bus_type,PCIe 3.0,PCIe,True,False
LLM-only,413,interface_type,SATA,SATA,True,False
LLM-only,416,model_number,STJM2000400,Barracuda_2TB_2.5_SATA_III,False,False
LLM-only,418,bus_type,PCIe 3.0,PCIe,True,False
LLM-only,421,bus_type,PCIe,NVIDIA,False,False
LLM-only,422,interface_type,OTG,USB_2.0,False,False
LLM-only,425,model_number,TURBO-RTX2060S-8G-EVO,RTCO8GAM6M2A7K2VW,False,False
LLM-only,425,bus_type,PCIe 3.0,PCIe,True,False
LLM-only,426,model_number,SSDPED1K750GA01,P4800X,False,False
LLM-only,426,form_factor,HHHL,1/2 Height Single Pack,False,False
LLM-only,427,model_number,WD10PURZ,WD10PURZ,True,False
LLM-only,429,model_number,ST8000NM000A,ST8000NX0259,False,False
LLM-only,432,bus_type,PCIe 3.0 x16,PCIe,True,False
LLM-only,435,interface_type,Micro USB,USB_2.0,False,False
LLM-only,436,bus_type,USB 3.0,USB3.0,False,False
LLM-only,436,form_factor,2.5,Portable,False,False
LLM-only,437,model_number,CZ73,SDD-016-UFB,False,False
LLM-only,445,model_number,D3-S4610,D3-S4610-480GB,True,False
LLM-only,447,model_number,DTVP30/32GB,DTVP032G2A/100,False,False
LLM-only,452,model_number,MG07ACA12TE,HC12D4STSS19,False,False
LLM-only,453,model_number,WD40EFAX,WD40EFRX,False,False
LLM-only,454,bus_type,PCIe 3.0,PCIe,True,False
LLM-only,456,model_number,GV-N2060WF2OC-6GD,GV-N2060WF2OC-8GD,False,False
LLM-only,456,bus_type,PCIe 3.0 x16,PCIe,True,False
LLM-only,457,storage_connection_type,Type C,USB3_0,False,False
LLM-only,458,model_number,STEA4000402,STGD4000100,False,False
LLM-only,460,model_number,GVN166TGO6-00-G,GV-N166TF2GC,False,False
LLM-only,460,bus_type,PCIe 3.0 x16,PCIe,True,False
LLM-only,461,model_number,652583-B21,HPE600GB6GSC,False,False
LLM-only,465,model_number,SDCZ50-008G,SDBOT-G8G-A46,False,False
LLM-only,465,bus_type,USB 2.0,USB,True,False
LLM-only,466,model_number,ZT-T16610F-10L,ZT-T20610C-30L,False,False
LLM-only,466,bus_type,PCIe 3.0,PCIe,True,False
LLM-only,467,model_number,WDS200T1R0A,SN01ZEX67564,False,False
LLM-only,469,model_number,SDIX30C-016G-GN6NN,iXpand-016G-GN6E,False,False
LLM-only,471,model_number,870757-B21,5813-9F7A,False,False
LLM-only,473,model_number,SDCZ48-128G-U46,SDUC32G,False,False
LLM-only,474,model_number,SA2000M8/1000G,A2000,True,False
LLM-only,476,bus_type,PCIe 3.0,PCIe,True,False
LLM-only,478,storage_connection_type,USB,USB,True,False
LLM-only,481,bus_type,PCIe 4.0,PCIe,True,False
LLM-only,482,model_number,RX-580P8DFD6,RX-580GTSXXX-8GB,False,False
LLM-only,485,model_number,STHP4000403,4TB Backup Plus Portable STDT4000400,False,False
LLM-only,487,model_number,MZ-76P256B/EU,MZ-76P256BW,False,False
LLM-only,488,model_number,652564-B21,MZ73S300HDJ9A,False,False
LLM-only,489,model_number,CSSD-F240GBMP510,MP500,False,False
LLM-only,490,model_number,GV-N207SAORUS-8GC,AORUS-RTX2070SUPER-8G,False,False
LLM-only,490,interface_type,ATX,"NVLink, PCIe",False,False
LLM-only,490,form_factor,ATX,NVIDIA,False,False
LLM-only,494,model_number,ROG -STRIX-RTX2070S-O8G-GAMING,RTX2070SUPER-8G-GAMING,False,False
LLM-only,494,bus_type,PCIe 3.0,PCIe,True,False
LLM-only,497,bus_type,PCIe 3.0 x16,PCIe,True,False
LLM-only,498,interface_type,USB Type-A,USB_A,False,False
LLM-only,498,storage_connection_type,USB Type-A,USB,True,False
LLM-only,499,model_number,DTIG4/128GB,DTG450/64GB,False,False
LLM-only,501,model_number,SSDPEKNW010T8X1,NMV200GA3F,False,False
LLM-only,502,form_factor,"2.5""",Portable,False,False
LLM-only,503,bus_type,PCIe 3.0 x16,PCIe,True,False
LLM-only,503,interface_type,USB Type-C,PCIe,False,False
LLM-only,506,bus_type,SATA III,NVMe,False,False
LLM-only,506,interface_type,SATA,M.2 NVMe,False,False
LLM-only,506,form_factor,"2.5""",M.2,False,False
LLM-only,506,storage_connection_type,"2.5"" SATA","M.2, PCIe, SATA",False,False
LLM-only,509,model_number,DT01ACA200,TH05A,False,False
LLM-only,512,model_number,ST10000VN0004,H560,False,False
LLM-only,513,model_number,WDS500G3X0C,SN750-500GB,False,False
LLM-only,514,model_number,WD30PURZ,WDP210001,False,False
LLM-only,514,storage_connection_type,3.5-inch SATA,SATA3,False,False
LLM-only,516,model_number,DUAL-RTX2070S-8G-EVO,RTX 90S6G GAMING EVO,False,False
LLM-only,516,bus_type,PCIe 3.0,PCIe,True,False
LLM-only,517,model_number,ST16000NE000,ST16000NE,True,False
LLM-only,518,interface_type,USB Type C,USB,True,False
LLM-only,519,model_number,WD5003AZEX,WDBLTT0020JCH1,False,False
LLM-only,521,model_number,ST3000VX010,ST6000VX0023,False,False
LLM-only,524,bus_type,PCIe 3.0 x16,X16 PCIe,False,False
LLM-only,526,model_number,SDCZ71-032G-B35,CFFG3MB,False,False
LLM-only,530,model_number,MZ-V6E500BW,MZ-V6E500BW,True,False
LLM-only,531,model_number,ST600MP0006,S6K60022,False,False
LLM-only,532,model_number,3813430,Intenso SSD SATA III High Performance - 120GB,False,False
LLM-only,533,model_number,GV-N166SGAMING OC-6GD,GV-N166SGAMING OC-6G,True,False
LLM-only,533,bus_type,PCIe 3.0 x16,PCIe,True,False
LLM-only,533,form_factor,ATX,PCIe,False,False
LLM-only,534,model_number,GT710-4H-SL-2GD5,NVIDIA GeForce GT 710-2GD3-P,False,False
LLM-only,535,model_number,GV-R55XTGAMING OC-8GD,GV-R55XTOC-8GD,False,False
LLM-only,537,bus_type,PCIe 3.0,PCIe,True,False
LLM-only,543,model_number,DUAL-RTX3070-8G,RTX 3070-8G-DUAL,False,False
LLM-only,543,bus_type,PCIe,PCIe,True,False
LLM-only,545,bus_type,USB 3.1,M.2,False,False
LLM-only,545,interface_type,USB Type C,USB-C,False,False
LLM-only,545,form_factor,2.5,External,False,False
LLM-only,547,model_number,DTDUO3C/32GB,DTMD032G3C,False,False
LLM-only,547,bus_type,USB 3.1,USB,True,False
LLM-only,547,storage_connection_type,USB-C,USB_3.0,False,False
LLM-only,548,bus_type,PCIe 3.0,PCIe,True,False
LLM-only,550,model_number,PH-GTX1050TI-4G,GT104-400-A1,False,False
LLM-only,553,model_number,VCG20708STFMPB-O,VCG70216,False,False
LLM-only,553,bus_type,PCIe 3.0 x16,PCIe,True,False
LLM-only,553,form_factor,Dual-Slot,Desktop/External,False,False
