config,attribute,ground_truth,predicted,correct,unknown
LLM-only,model_number,GV-N2070WF2-8GD,GV-N2070WF2GC-8GD6H,False,False
LLM-only,model_number,MZ-V7S1T0B/AM,970 EVO PLUS 1TB MZ-V7E1T0BW,False,False
LLM-only,model_number,MZ-76P1T0B/EU,MZ-76P1T0E,False,False
LLM-only,model_number,ZP480NM30011,STC5006000SSD,False,False
LLM-only,model_number,MZ-V7E250BW,"970 EVO Plus (not explicitly stated, but inferred from other attributes)",False,False
LLM-only,model_number,GV-RXVEGA56GAMING OC-8GD,Aorus RX VEGA 56 Gaming OC,False,False
LLM-only,model_number,HDWE140EZSTA,X300-4TB,False,False
LLM-only,model_number,AXRX5700XT-8GBD6-3DHDR/OC,AXV3366-8BD1-00,False,False
LLM-only,model_number,GV-N166TOC-6GD,GV-N1660D6-6G,False,False
LLM-only,model_number,ZA500GM1A001,ZPA-500G1T5,False,False
LLM-only,model_number,VPN100-512GM28H,VPN100-512GB,False,False
LLM-only,model_number,CT500P2SSD8,P2CT500MX300SSD1,False,False
LLM-only,model_number,DTEG2/64GB,DT100G2/64GB,False,False
LLM-only,model_number,DT70/32GB,DT70,True,False
LLM-only,model_number,100-505957,WX-9100-16GBG5D,False,False
LLM-only,model_number,V809-2404R,NVIDIA-VP32-GTX1050TI-LP-4G,False,False
LLM-only,model_number,SKC600/512G,KB512G2/KC600,False,False
LLM-only,model_number,STEA2000403,STGD2000100,False,False
LLM-only,model_number,SP512GBP34A80M28,A80,True,False
LLM-only,model_number,MZ-76E250BW,250GB 860 EVO,False,False
LLM-only,model_number,WDS240G2G0B,WDS240G2B0A,False,False
LLM-only,model_number,WD20EURX,WD2001FASS,False,False
LLM-only,model_number,AS40G-1TT-C,S40G-1TB,False,False
LLM-only,model_number,06G-P4-1161-KR,NVIDIA-VGTX1660XCB,False,False
LLM-only,model_number,AHD830-5TU31-CBK,HD830-5TB-BK,False,False
LLM-only,model_number,GP-ASM2NE6200TTTD,AORUS_NVMe_Gen4_SSD_2TB,False,False
LLM-only,model_number,STHN2000400,2TB/BUHS60,False,False
LLM-only,model_number,WDS250G2B0C,SN500F,False,False
LLM-only,model_number,DTDUO3/64GB,DTMDOUG-064G/32G,False,False
LLM-only,model_number,02G-P4-6333-KR,03G-P4-0263,False,False
LLM-only,model_number,ZT-T20610E-10M,ZT-T20600E-10M,False,False
LLM-only,model_number,HDWD120UZSVA,HDT325AZ9AAR,False,False
LLM-only,model_number,652611-B21,HPE6T30CHP6G7K1F,False,False
LLM-only,model_number,785067-B21,HUS156530VLA640,False,False
LLM-only,model_number,WD20EZRZ,WDBFJ0160HBK,False,False
LLM-only,model_number,GP-ASM2NE2512GTTDR,AORUS-RGB-512GB,False,False
LLM-only,model_number,ST10000NM001G,ST15000VX0008,False,False
LLM-only,model_number,CT500X8SSD9,X8-500GB,False,False
LLM-only,model_number,GV-N208SGAMING-OC-8GC,X8-0088V1,False,False
LLM-only,model_number,11G-P4-2589-KR,11G-P4-1486-KR,False,False
LLM-only,model_number,XA960LE10063,Nytro1351.960GB,False,False
LLM-only,model_number,ST10000VX0004,ST10000VN000,False,False
LLM-only,model_number,100-505826,WX-7150-8DF4,False,False
LLM-only,model_number,MZ-76E1T0B,MZ-76E1T0CW,False,False
LLM-only,model_number,MZ-76P512B/EU,MSB8600,False,False
LLM-only,model_number,WDS100T2X0C,SN850,False,False
LLM-only,model_number,MU-PC2T0S/WW,MU-PUJ2T,False,False
LLM-only,model_number,90YV0CU1-M0NA00,TU106-400-A1,False,False
LLM-only,model_number,ASX8200PNP-2TT-C,XPG SX8200 PRO M.2 SSD-2TB,False,False
LLM-only,model_number,ZA480CV1A001,"BARRACUDA Q1 480GB 2.5"" SATA SSD",False,False
LLM-only,model_number,TUF-RTX2060-6G-GAMING,TU106-400A-A1,False,False
LLM-only,model_number,GV-N208SAORUS-WB-8GC,GV-N208SWF7WC-8GC,False,False
LLM-only,model_number,ST4000NM0025,ST4000NE001,False,False
LLM-only,model_number,SDCZ73-256G-G46,SUFVDDC-256G-GN3,False,False
LLM-only,model_number,SSDSC2KB019T7,DSC9SZ0190,False,False
LLM-only,model_number,GV-N730D5-2GL,NVIDIA-DF3B-D5F1-B333-GG001,False,False
LLM-only,model_number,DUAL-RX580-O8G,RX-580-8G-GDDR5,False,False
LLM-only,model_number,MZ-V7S250B/AM,MQKE128GM,False,False
LLM-only,model_number,ZA500CM1A003,ST500NM012G1,False,False
LLM-only,model_number,CMFVY3A-128GB,FV128GB3B,False,False
LLM-only,model_number,MU-PA500,T5-500GB,False,False
LLM-only,model_number,STGG8000400,STGD8000200,False,False
LLM-only,model_number,ZA3840NM10011,BAY-1200.2,False,False
LLM-only,model_number,SDCZ48-06G-U46,SDDUE3-032G-G25,False,False
LLM-only,model_number,ZT-T20810D-10P,ZT-T20810F-10M,False,False
LLM-only,model_number,ASD700-256GU31-CBK,256GB,False,False
LLM-only,model_number,SSDPE21D480GAX1,P5800X,False,False
LLM-only,model_number,DC450R/1920G,DCT1R7/1920G,False,False
LLM-only,model_number,MG04ACA600E,Toshiba ECU6N,False,False
LLM-only,model_number,Turbo -RTX2070S-8G-EVO,TU106-400-A1,False,False
LLM-only,model_number,DT100G3/ 16GBCR,A100G3,False,False
LLM-only,model_number,90YV0DV1-M0NA00,DUAL-RX5500XT-EVO,False,False
LLM-only,model_number,WDBWLG0030HBK,WDBFJKX0020BWK-U,False,False
LLM-only,model_number,GT1030-2G-BRK,GT1030-2G-BRK,True,False
LLM-only,model_number,ST8000VN004,ST8000AS0008,False,False
LLM-only,model_number,WDS200T1R0B,SA500-2TB,False,False
LLM-only,model_number,XA480ME10063,Ny-1551-480-G,False,False
LLM-only,model_number,TUF-GTX1650S-4G-GAMING,GT1650S-TUF-GAMING-4G,False,False
LLM-only,model_number,MU-PC1T0H/WW,P-S0726,False,False
LLM-only,model_number,ROG-STRIX-RX5700XT-O8G-GAMING,RX-5700XT-8G-GAMING,False,False
LLM-only,model_number,WDBYNN0010BRD-WESN,WDBY9LS0010B-01,False,False
LLM-only,model_number,WDBYVG0010BBK-WESN,WD10J31C0A,False,False
LLM-only,model_number,SSDSC2KB240G801,D3-S4510-240GB,False,False
LLM-only,model_number,VGAGT1030-2G-BRK,GT1030-2GD5,False,False
LLM-only,model_number,ST1000NM001A,1YW7K3,False,False
LLM-only,model_number,ZA240NM10011,STC6000100,False,False
LLM-only,model_number,WD100PURZ,P10C2100,False,False
LLM-only,model_number,STHH2000400,BPU2T1B,False,False
LLM-only,model_number,MU-PC500S/WW,T7T500S0A,False,False
LLM-only,model_number,GV-N208STURBO-8GC,GV-N208SGAMING-8GB,False,False
LLM-only,model_number,WDS100T2G0A,WDS100T3B0A,False,False
LLM-only,model_number,N208TAORUSX W-11GC,TU106-410,False,False
LLM-only,model_number,SE9 G2,DTSE92/16G,False,False
LLM-only,model_number,WDS250G2B0B,SN500,False,False
LLM-only,model_number,ZP500GM3A002,ZP500GM3A001,False,False
LLM-only,model_number,STJM2000400,Barracuda-2TB-2.5-SATA-III,False,False
LLM-only,model_number,TURBO-RTX2060S-8G-EVO,RTX2060SUPER-TBEV-8G,False,False
LLM-only,model_number,SSDPED1K750GA01,P4800X,False,False
LLM-only,model_number,WD10PURZ,P5C1,False,False
LLM-only,model_number,ST8000NM000A,ST8000NE0008,False,False
LLM-only,model_number,CZ73,SUFMUA16C3G,False,False
LLM-only,model_number,D3-S4610,D3-S4610-480G,True,False
LLM-only,model_number,DTVP30/32GB,DTVP32G/1GBF1,False,False
LLM-only,model_number,MG07ACA12TE,"Toshiba Enterprise 12TB SATA III 3.5"" HD1T7200",False,False
LLM-only,model_number,WD40EFAX,WD40EFRX,False,False
LLM-only,model_number,GV-N2060WF2OC-6GD,GV-N2060WF2OC-6GD,True,False
LLM-only,model_number,STEA4000402,GG0044,False,False
LLM-only,model_number,GVN166TGO6-00-G,GV-N166TF1GC-6GI,False,False
LLM-only,model_number,652583-B21,HPE600GB6GSA5K,False,False
LLM-only,model_number,SDCZ50-008G,CBL-008G-A3US,False,False
LLM-only,model_number,ZT-T16610F-10L,ZT-T20610C-30L,False,False
LLM-only,model_number,WDS200T1R0A,SA500-2TB,False,False
LLM-only,model_number,SDIX30C-016G-GN6NN,iXpand-16GB,False,False
LLM-only,model_number,870757-B21,600GB SAS 12G Enterprise 15K SFF (2.5in) SC,False,False
LLM-only,model_number,SDCZ48-128G-U46,SDBU3N-128G-GY6A,False,False
LLM-only,model_number,SA2000M8/1000G,A2000-1TB,False,False
LLM-only,model_number,RX-580P8DFD6,RX-580GTS8GD6H,False,False
LLM-only,model_number,STHP4000403,STDT4000100,False,False
LLM-only,model_number,MZ-76P256B/EU,MZ-76P256BW,False,False
LLM-only,model_number,652564-B21,HPE6G300GBSAS10K,False,False
LLM-only,model_number,CSSD-F240GBMP510,MP510,True,False
LLM-only,model_number,GV-N207SAORUS-8GC,GV-N207SWF3GC-8H,False,False
LLM-only,model_number,ROG -STRIX-RTX2070S-O8G-GAMING,RTX2070-8G-GAMING,False,False
LLM-only,model_number,DTIG4/128GB,AAG12L/256GBDT,False,False
LLM-only,model_number,SSDPEKNW010T8X1,D5PC3F005,False,False
LLM-only,model_number,DT01ACA200,TOSHIBA DT01ACA200,True,False
LLM-only,model_number,ST10000VN0004,ST10000VN000,True,False
LLM-only,model_number,WDS500G3X0C,SN750-500G0A,False,False
LLM-only,model_number,WD30PURZ,3TB WD PURPLE HDD,False,False
LLM-only,model_number,DUAL-RTX2070S-8G-EVO,TU106-410-A1,False,False
LLM-only,model_number,ST16000NE000,IW165-300-TB,False,False
LLM-only,model_number,WD5003AZEX,WD5003FZBX,False,False
LLM-only,model_number,ST3000VX010,ST3000VX000,False,False
LLM-only,model_number,SDCZ71-032G-B35,CFF32GB,False,False
LLM-only,model_number,MZ-V6E500BW,MQKE  1TB MZ VLQ1T0HAJR,False,False
LLM-only,model_number,ST600MP0006,ST600NM0088,False,False
LLM-only,model_number,3813430,120GB-SSD-SATA-III-High-Performance,False,False
LLM-only,model_number,GV-N166SGAMING OC-6GD,GV-N166SGAMING-OC-6GD,False,False
LLM-only,model_number,GT710-4H-SL-2GD5,NVIDIA GeForce GT 710-2GD5-P,False,False
LLM-only,model_number,GV-R55XTGAMING OC-8GD,AORUS-GV-R55XTG GAMING-8GD6H-C7,False,False
LLM-only,model_number,DUAL-RTX3070-8G,Twin Frozr,False,False
LLM-only,model_number,DTDUO3C/32GB,DTMI32C,False,False
LLM-only,model_number,PH-GTX1050TI-4G,GP103-010,False,False
LLM-only,model_number,VCG20708STFMPB-O,VCQJGK0010,False,False
LLM-only,model_number,MZ-76P256E,SNVLF3J512G,False,False
LLM-only,model_number,DUAL-RTX2070S-A8G-EVO,TU106-410-A1,False,False
LLM-only,model_number,ZA1000GM1A001,FCA120JS1,False,False
LLM-only,model_number,ROG-STRIX-RTX2060-A6G-GAMING,RTX2060A-6G,False,False
LLM-only,model_number,ST2000NX0273,ST2000NM0008,False,False
LLM-only,model_number,ST2000NX0253,ST10000NM0008,False,False
LLM-only,model_number,ST1000NX0313,7E2000,False,False
LLM-only,model_number,11293-05-40G,R7-5700XT-S6N,False,False
LLM-only,model_number,WDS500G1B0A,WDB500G014,False,False
LLM-only,model_number,11293-01-20G,11257-02-20G,False,False
LLM-only,model_number,GV-N166TWF2OC-6GD,GV-N1660WF2OC-6G,False,False
LLM-only,model_number,MZ-N6E500BW,MZ-76E500BW,False,False
LLM-only,model_number,ST6000VN0033,ST6000VN003,True,False
LLM-only,model_number,GP-GSM2NE3100TNTD,A22MNVME1TBV2,False,False
LLM-only,model_number,TUF-GTX1660S-6G-GAMING,TU3F-16G-GTX1660S-O4DC,False,False
LLM-only,model_number,WDS100T1R0B,SA500-1TB-NAS,False,False
LLM-only,model_number,GV-R56XTWF2OC-6GD,RX5600XTWF6G,False,False
LLM-only,model_number,NED3090019SB-132BA,GVN90GAMINGPRO24GD6X,False,False
LLM-only,model_number,AS102P-32G-RGY,S102PRO32TG,False,False
LLM-only,model_number,ASX6000LNP-512GT-C,XPG-SX6000-LITE-512GB,False,False
LLM-only,model_number,WDBYNN0010BYL-WESN,WDBY8L0010BBLM,False,False
LLM-only,model_number,759208-B21,JF01A.,False,False
LLM-only,model_number,TUF-GTX1660-6G-GAMING,TUFGTX1660-6G-GAMING,False,False
LLM-only,model_number,718037782898,WD10EZEX,False,False
LLM-only,model_number,08G-P4-3071-KR,08G-P4-1676-KR,False,False
LLM-only,model_number,GV-N105TOC-4GL,GV-N105TWF2OC-4GD,False,False
LLM-only,model_number,WDBYVG0010BBK-WESN,WD My Passport 01TJ0D001,False,False
LLM-only,model_number,ZT-T20710D-10P,RTX2070-8GB-GAMING,False,False
LLM-only,model_number,ST1200MM0129,ST1000NM0036,False,False
LLM-only,model_number,90YV0DQ2-M0NA00,RTX2060S-EVO-Gaming,False,False
LLM-only,model_number,CT500P5SSD8,P5CT500MX30053,False,False
LLM-only,model_number,GVN166TA-00-G,GV-N1660AORUS6GD,False,False
LLM-only,model_number,WDS480G2G0A,WDS480G2B0A,False,False
LLM-only,model_number,ST2000DM006,BarracudaDesktopHD1200,False,False
LLM-only,model_number,AUV128-16G-RBE,UV128D,False,False
LLM-only,model_number,WDBS4B0020BBK-WESN,WDBY8L0020BBK-NESN,False,False
LLM-only,model_number,ZT-T16620D-10M,NV16SAMP-06M-G-SF,False,False
LLM-only,model_number,832514-b21,1TB SAS 12Gb/s Midline Hard Drive,False,False
LLM-only,model_number,912-V373-283,NV2080-8GD6G-XT,False,False
LLM-only,model_number,ROG -STRIX-RTX2060-O6G-EVO-GAMING,RTX2060-O6G-EVO-GAMING,True,False
LLM-only,model_number,TUF 3-RX5700XT-O8G-GAMING,RTX-5700XT-TUF-O8G-GAMING,False,False
LLM-only,model_number,01G-P3-1313-KR,NV10-01-GD,False,False
LLM-only,model_number,SSDPEKNW010T9X1,PECM5E1D0A9P7L1,False,False
LLM-only,model_number,VCQP400DVI-PB,P400-8G,False,False
LLM-only,model_number,2240,A60MXXXXX-XXX,False,False
LLM-only,model_number,MZ-76Q4T0BW,MZ-76Q4T0CW,False,False
LLM-only,model_number,11295-05-20G,NITRO+,False,False
LLM-only,model_number,MU-PC1T0T,T7 Portable SSD 1TB,False,False
LLM-only,model_number,DUAL-RTX2060-O6G-EVO,TU106-400A-A1,False,False
LLM-only,model_number,TUF-RTX3090-24G-GAMING,TUF-GAMING-RTX3090-24G,False,False
LLM-only,model_number,WDS500G1R0A,SA500-500G,False,False
LLM-only,model_number,DTDUO3/16GB,DTMUO016G3C,False,False
LLM-only,model_number,GV-R57XTGAMING OC-8GD,GV-R57XTOC-8GD,False,False
LLM-only,model_number,DUAL-RTX2070S-O8G-EVO,T2070-8GD6-HV,False,False
LLM-only,model_number,V375-032R,GS1660TiV6-OC,False,False
LLM-only,model_number,781518-B21,HPE6TH22ESW12K,False,False
LLM-only,model_number,STEA500400,STEA5000100,False,False
LLM-only,model_number,MU-PC500T,TP980G,False,False
LLM-only,model_number,ST14000NE0008,HDP14SM080,False,False
LLM-only,model_number,861691-B21,3YK28A,False,False
LLM-only,model_number,WDS200T2B0B,WDS242G21B0A,False,False
LLM-only,model_number,SDCZ60-064G-B35,CUG64A39,False,False
LLM-only,model_number,WD82PURZ,8TB-50064-411-0E21-9,False,False
LLM-only,model_number,ST1800MM0129,8TH1800,False,False
LLM-only,model_number,GV-N1650OC-4GD,NVIDIA-175-W3,False,False
LLM-only,model_number,100-505940,2178-0101-50,False,False
LLM-only,model_number,ZA250CM1A003,ST250DM012,False,False
LLM-only,model_number,HDWQ140UZSVA,N300-4.0TZK,False,False
LLM-only,model_number,SKC2000M8 / 500G,KC2000-500G,False,False
LLM-only,model_number,WDS100T1R0A,SA5001TB,False,False
LLM-only,model_number,652572-B21,HP E7S47A,False,False
LLM-only,model_number,SDIX30C-032G-GN6NN,I32G3U1,False,False
LLM-only,model_number,STEB4000100,STEA4000100,False,False
LLM-only,model_number,ST12000NE0008,ST12000NM0008,False,False
LLM-only,model_number,SSDSC2KG960G801,960GB-02,False,False
LLM-only,model_number,WDS500G2B0B,WDB3D5000M27K-0,False,False
LLM-only,model_number,90YV0DU0-M0NA00,RX-5500XT-8G-GAMING,False,False
LLM-only,model_number,ST8000VX004,8TB ST8000AS0002,False,False
LLM-only,model_number,DTLPG3,DTLG3/16GB,False,False
LLM-only,model_number,ST3000LM024,ST3000DM000,False,False
LLM-only,model_number,STJP1000400,FIRECUDA GAMING 1TB,False,False
LLM-only,model_number,SSDPEKNW512G8X1,MQKE512G4T80L,False,False
LLM-only,model_number,MU-PA1T0B/WW,T5-1TB,False,False
LLM-only,model_number,ASX6000LNP-1TT-C,XPG SX6000 Lite M.2 2280 SSD 1TB,False,False
LLM-only,model_number,90YV0AL0-M0NA00,GT710-SL-1GD5,False,False
LLM-only,model_number,WDBYNN0010BWT-WESN,WDBYNN0010HBK,False,False
LLM-only,model_number,WDBYFT0040BOR-WESN,WDBYNN0040HBK,False,False
LLM-only,model_number,AUV128-32G-RBE,UV128-64GB,False,False
LLM-only,model_number,ROG-STRIX-RTX3080-10G-GAMING,RTX3080-10G-GAMING,True,False
LLM-only,model_number,AXRX 5700XT 8GBD6-3DHR/OC,R797X-3DISH-4G,False,False
LLM-only,model_number,ROG -STRIX-RTX2070S-A8G-GAMING,RTX2070S-8G-GAMING,False,False
LLM-only,model_number,NE51660018J9-165F,GF4G6P1660SXM,False,False
LLM-only,model_number,GV-N207SWF3OC-8GD,GV-N207SWF2OC-8G,False,False
LLM-only,model_number,ST16000NM001G,ST16000VX003,False,False
LLM-only,model_number,ROG-STRIX-RTX3090-O24G-GAMING,GV104-102-B-A1,False,False
LLM-only,model_number,WDS500G1B0C,WDS500G31A0B,False,False
LLM-only,model_number,PBU120GS25SSDR,PSDS-120GB-BK,False,False
LLM-only,model_number,MZ-V7S250BW,MZ-V7S250,True,False
LLM-only,model_number,SUV500MS-480GB,KM480G3M/120G,False,False
