config,df1_idx,attribute,ground_truth,predicted,correct,unknown
RAG-full-k3,180,interface_type,USB Type-A,USB Type-A,True,False
RAG-full-k3,180,storage_connection_type,USB Type-A,USB Type-A,True,False
RAG-full-k3,182,bus_type,PCIe 3.0,PCIe 3.0,True,False
RAG-full-k3,183,model_number,DT70/32GB,DT70,True,False
RAG-full-k3,184,bus_type,PCIe 3.0,PCIe,True,False
RAG-full-k3,186,model_number,100-505957,100-506001,False,False
RAG-full-k3,186,form_factor,PCIe Add-in Card,PCIe 3.0 x16,False,False
RAG-full-k3,187,bus_type,USB 3.0,USB 3.0,True,False
RAG-full-k3,187,interface_type,Micro-USB 3.0 (Micro-B 10-pin),USB,True,False
RAG-full-k3,189,bus_type,PCIe 3.0,PCIe,True,False
RAG-full-k3,192,bus_type,PCIe,PCIe,True,False
RAG-full-k3,194,model_number,V809-2404R,GP104-332,False,False
RAG-full-k3,194,bus_type,PCIe 3.0 x16,PCIe 3.0 x8,False,False
RAG-full-k3,198,model_number,SKC600/512G,KC600,True,False
RAG-full-k3,202,bus_type,PCIe 3.0,PCIe 3.0,True,False
RAG-full-k3,203,model_number,STEA2000403,STEA2000301,False,False
RAG-full-k3,203,interface_type,USB,USB,True,False
RAG-full-k3,206,model_number,SP512GBP34A80M28,SP512GBP34A80M28,True,False
RAG-full-k3,207,bus_type,PCIe 3.0,PCIe 3.0,True,False
RAG-full-k3,208,model_number,MZ-76E250BW,MZ-76E250BW,True,False
RAG-full-k3,211,model_number,WDS240G2G0B,WDS240G2B0A,False,False
RAG-full-k3,213,form_factor,"2.5""",2.5,True,False
RAG-full-k3,213,storage_connection_type,"2.5""",2.5,True,False
RAG-full-k3,214,model_number,WD20EURX,WD2003FRYW,False,False
RAG-full-k3,216,model_number,AS40G-1TT-C,S40G,True,False
RAG-full-k3,216,bus_type,PCIe 3.0 x4,M.2,False,False
RAG-full-k3,218,model_number,06G-P4-1161-KR,XCBlackGaming,False,False
RAG-full-k3,218,bus_type,PCIe 3.0,PCIe,True,False
RAG-full-k3,219,bus_type,PCIe 3.0,PCIe 3.0 x16,True,False
RAG-full-k3,226,interface_type,NVMe,NVMe,True,False
RAG-full-k3,231,model_number,AHD830-5TU31-CBK,AHD830-5TU31-CBK,True,False
RAG-full-k3,231,interface_type,USB,USB,True,False
RAG-full-k3,231,form_factor,"2.5""",2.5,True,False
RAG-full-k3,233,model_number,GP-ASM2NE6200TTTD,GP-ASM2NE6200TTTD,True,False
RAG-full-k3,234,model_number,STHN2000400,STHN2000400,True,False
RAG-full-k3,234,form_factor,"2.5""",Slim,False,False
RAG-full-k3,235,interface_type,USB tipo A,USB-A,False,False
RAG-full-k3,235,storage_connection_type,USB tipo A,USB-A,False,False
RAG-full-k3,237,model_number,WDS250G2B0C,WD Blue SN550 NV5T500G0A,False,False
RAG-full-k3,238,model_number,DTDUO3/64GB,DTMUO064G3,False,False
RAG-full-k3,240,interface_type,USB,USB 3.2 Gen 1,True,False
RAG-full-k3,240,form_factor,Portable,2.5,False,False
RAG-full-k3,240,storage_connection_type,USB,USB,True,False
RAG-full-k3,241,model_number,02G-P4-6333-KR,1067,False,False
RAG-full-k3,244,bus_type,PCIe 3.0 x16,PCIe,True,False
RAG-full-k3,246,model_number,ZT-T20610E-10M,RTX2060S-MINI,False,False
RAG-full-k3,248,bus_type,PCIe 3.0,PCIe 3.0,True,False
RAG-full-k3,249,bus_type,SATA,SATA III,True,False
RAG-full-k3,249,interface_type,SATA,SATA III,True,False
RAG-full-k3,249,form_factor,"3.5""",3.5-inch,False,False
RAG-full-k3,249,storage_connection_type,3.5-inch SATA,3.5-inch SATA,True,False
RAG-full-k3,251,model_number,HDWD120UZSVA,HDWD120UZSVA,True,False
RAG-full-k3,253,model_number,652611-B21,HPE600GB6G10K2_5DPENTSCHDD,False,False
RAG-full-k3,255,model_number,785067-B21,HP300GB10K12GSC,False,False
RAG-full-k3,256,model_number,WD20EZRZ,WD20EFRX,False,False
RAG-full-k3,262,model_number,GP-ASM2NE2512GTTDR,GP-ASM2NE2512GTTDR,True,False
RAG-full-k3,266,model_number,ST10000NM001G,ST10ZJ0100,False,False
RAG-full-k3,267,bus_type,USB 3.1 Gen 2,USB 3.1 Gen 2,True,False
RAG-full-k3,267,interface_type,Type C & Type A Compatible,USB-C,False,False
RAG-full-k3,268,model_number,CT500X8SSD9,CT500X8SSD9,True,False
RAG-full-k3,268,bus_type,USB 3.1 Gen 2,USB 3.1 Gen 2,True,False
RAG-full-k3,268,interface_type,USB-C,USB-C,True,False
RAG-full-k3,268,form_factor,External,External,True,False
RAG-full-k3,268,storage_connection_type,USB-C,USB-C,True,False
RAG-full-k3,269,bus_type,PCIe 4.0,PCIe,True,False
RAG-full-k3,271,form_factor,"2.5""",2.5,True,False
RAG-full-k3,273,model_number,GV-N208SGAMING-OC-8GC,GV-N208SWF2OC-8G,False,False
RAG-full-k3,274,model_number,11G-P4-2589-KR,88G-P4-2187-KR,False,False
RAG-full-k3,274,bus_type,PCIe 3.0,PCIe,True,False
RAG-full-k3,276,model_number,XA960LE10063,Nytro 1351 Enterprise 960GB,False,False
RAG-full-k3,276,form_factor,"2.5""",2.5,True,False
RAG-full-k3,276,storage_connection_type,"2.5"" SATA","2.5"" SATA",True,False
RAG-full-k3,279,bus_type,PCIe 3.0 x16,PCIe,True,False
RAG-full-k3,279,form_factor,ATX,Graphics Card,False,False
RAG-full-k3,280,model_number,ST10000VX0004,ST10000VE0008,False,False
RAG-full-k3,282,model_number,100-505826,100-505950,False,False
RAG-full-k3,282,form_factor,Single-Slot,PCIe,False,False
RAG-full-k3,284,model_number,MZ-76E1T0B,MZ-N6E1T0YCH,False,False
RAG-full-k3,286,model_number,MZ-76P512B/EU,MZ-76P512B/EU,True,False
RAG-full-k3,288,model_number,WDS100T2X0C,WDS100T2X0C,True,False
RAG-full-k3,289,model_number,MU-PC2T0S/WW,MZ-NM9T1T/AM,False,False
RAG-full-k3,290,form_factor,ATX,ATX,True,False
RAG-full-k3,294,model_number,90YV0CU1-M0NA00,GTX1660-PH-B6G,False,False
RAG-full-k3,294,bus_type,PCIe 3.0,GDDR6,False,False
RAG-full-k3,295,model_number,ASX8200PNP-2TT-C,XPG SX8200 Pro,False,False
RAG-full-k3,297,model_number,ZA480CV1A001,ZA480CV1A001,True,False
RAG-full-k3,298,model_number,TUF-RTX2060-6G-GAMING,TUF-RTX2060-6G-GAMING,True,False
RAG-full-k3,298,bus_type,PCIe 3.0 x16,PCIe 3.0 x8,False,False
RAG-full-k3,301,interface_type,USB,USB,True,False
RAG-full-k3,302,model_number,GV-N208SAORUS-WB-8GC,AORUS-NVIDIA-GEFORCE-RTX-2080-SUPER-8GB-WATERFORCE-WB,False,False
RAG-full-k3,302,bus_type,PCIe 3.0 x16,PCIe,True,False
RAG-full-k3,302,form_factor,ATX Form,NVIDIA,False,False
RAG-full-k3,303,model_number,ST4000NM0025,ST4000NE001,False,False
RAG-full-k3,305,interface_type,USB,USB,True,False
RAG-full-k3,307,model_number,SDCZ73-256G-G46,SDCZ43-256G-A37,False,False
RAG-full-k3,309,model_number,SSDSC2KB019T7,DC S4500 1.9TB,False,False
RAG-full-k3,310,bus_type,PCIe 4.0,PCIe,True,False
RAG-full-k3,312,interface_type,NVMe,USB 3.1 Gen 1,False,False
RAG-full-k3,313,model_number,GV-N730D5-2GL,GT-730-D5-2GD5,False,False
RAG-full-k3,313,form_factor,Low-profile,PCIe,False,False
RAG-full-k3,314,model_number,DUAL-RX580-O8G,DUAL-RX580-O8G,True,False
RAG-full-k3,315,model_number,MZ-V7S250B/AM,MZ-V7S250BW,False,False
RAG-full-k3,316,bus_type,SATA III,SATA,True,False
RAG-full-k3,316,interface_type,SATA,SATA,True,False
RAG-full-k3,316,form_factor,"2.5""",2.5-inch,False,False
RAG-full-k3,316,storage_connection_type,2.5-inch SATA,2.5-inch SATA,True,False
RAG-full-k3,317,bus_type,PCIe 4.0,PCIe,True,False
RAG-full-k3,318,model_number,ZA500CM1A003,ST500LT012-1E1479,False,False
RAG-full-k3,319,bus_type,PCIe 3.0 x16,PCIe 3.0,True,False
RAG-full-k3,320,model_number,CMFVY3A-128GB,CMFVY3A-128GB,True,False
RAG-full-k3,321,model_number,MU-PA500,T5-500GB,False,False
RAG-full-k3,322,model_number,STGG8000400,STGG8000400,True,False
RAG-full-k3,322,form_factor,"3.5""",2.5,False,False
RAG-full-k3,322,storage_connection_type,USB 3.0,USB 3.0,True,False
RAG-full-k3,324,model_number,ZA3840NM10011,ST11000620SSD,False,False
RAG-full-k3,326,model_number,SDCZ48-06G-U46,SDCZ48-016G-G47,False,False
RAG-full-k3,328,interface_type,USB-C,USB-C,True,False
RAG-full-k3,328,storage_connection_type,USB-C,USB,True,False
RAG-full-k3,329,model_number,ZT-T20810D-10P,ZT-T20910C-10M,False,False
RAG-full-k3,330,bus_type,PCIe x16,PCIe 3.0 x8,False,False
RAG-full-k3,331,model_number,ASD700-256GU31-CBK,ASD700-256GU31-CBK,True,False
RAG-full-k3,331,storage_connection_type,USB,USB,True,False
RAG-full-k3,332,model_number,SSDPE21D480GAX1,SSDPE21D480GAX1,True,False
RAG-full-k3,334,model_number,DC450R/1920G,DC450R,True,False
RAG-full-k3,334,form_factor,"2.5""",2.5,True,False
RAG-full-k3,334,storage_connection_type,"2.5"" SATA","2.5"" SATA",True,False
RAG-full-k3,336,model_number,MG04ACA600E,HDWD120UZSVB,False,False
RAG-full-k3,338,interface_type,SAS,SAS,True,False
RAG-full-k3,338,storage_connection_type,"2.5"" SFF","2.5"" SAS",False,False
RAG-full-k3,347,model_number,Turbo -RTX2070S-8G-EVO,RTX2070SUPER-EV088G,False,False
RAG-full-k3,347,bus_type,PCIe,PCIe,True,False
RAG-full-k3,348,model_number,DT100G3/ 16GBCR,DT100G3,True,False
RAG-full-k3,349,model_number,90YV0DV1-M0NA00,DUAL-RX5500XT-O8G-EVO,False,False
RAG-full-k3,351,model_number,WDBWLG0030HBK,WDBYVG0030HBK,False,False
RAG-full-k3,352,model_number,GT1030-2G-BRK,GT1030-2G-BRK,True,False
RAG-full-k3,353,model_number,ST8000VN004,ST16TV320002,False,False
RAG-full-k3,356,bus_type,PCIe 3.0,PCIe 3.0,True,False
RAG-full-k3,357,model_number,WDS200T1R0B,WDS200T1R0A,False,False
RAG-full-k3,357,form_factor,M.2,M.2,True,False
RAG-full-k3,359,storage_connection_type,"2.5"" SFF","6G SAS, 2.5-inch SAS",False,False
RAG-full-k3,360,model_number,XA480ME10063,Nytro 1551-480GB,False,False
RAG-full-k3,363,model_number,TUF-GTX1650S-4G-GAMING,TBDN7P,False,False
RAG-full-k3,363,bus_type,PCIe 3.0,PCIe,True,False
RAG-full-k3,366,model_number,MU-PC1T0H/WW,TK107P500S0C,False,False
RAG-full-k3,366,bus_type,USB 3.2 Gen 2,NAND,False,False
RAG-full-k3,366,interface_type,Type-C,USB3.2Gen2,False,False
RAG-full-k3,368,bus_type,PCIe 2.0,PCIe 2.0 x16,True,False
RAG-full-k3,368,form_factor,Low profile,"Half Height, Half Length (HHHL)",False,False
RAG-full-k3,369,model_number,ROG-STRIX-RX5700XT-O8G-GAMING,Radeon RX 5700 XT-8G-GDDR6,False,False
RAG-full-k3,374,model_number,WDBYNN0010BRD-WESN,WDBYFG0010BPK-EESN,False,False
RAG-full-k3,378,interface_type,USB Type-C,USB 3.0,False,False
RAG-full-k3,379,model_number,WDBYVG0010BBK-WESN,WDBYJ0100HBK-WESN,False,False
RAG-full-k3,381,model_number,SSDSC2KB240G801,SSD D3-S4510 240GB,False,False
RAG-full-k3,382,model_number,VGAGT1030-2G-BRK,GT1030-2G-BRK,True,False
RAG-full-k3,384,model_number,ST1000NM001A,ST1000NM001A,True,False
RAG-full-k3,386,model_number,ZA240NM10011,STX4000100,False,False
RAG-full-k3,388,model_number,WD100PURZ,P10C1020,False,False
RAG-full-k3,389,bus_type,PCIe 3.0 x16,PCIe 3.0,True,False
RAG-full-k3,390,bus_type,PCIe 3.0 x16,PCIe 3.0 x16,True,False
RAG-full-k3,392,model_number,STHH2000400,STHH2000400,True,False
RAG-full-k3,392,interface_type,Type-C,USB 3.0,False,False
RAG-full-k3,394,model_number,MU-PC500S/WW,MU-PG950,False,False
RAG-full-k3,396,model_number,GV-N208STURBO-8GC,GV-N208SGAMING-TURBO-8G,False,False
RAG-full-k3,397,model_number,WDS100T2G0A,WDS240G2140A,False,False
RAG-full-k3,398,bus_type,PCIe 3.0,PCIe,True,False
RAG-full-k3,400,bus_type,USB 3.1 Gen 1,USB 3.1 Gen 1,True,False
RAG-full-k3,402,model_number,N208TAORUSX W-11GC,N208TAORUSW-11GC,False,False
RAG-full-k3,402,bus_type,PCIe 3.0,PCIe,True,False
RAG-full-k3,403,model_number,SE9 G2,DTSE9G216GB,False,False
RAG-full-k3,405,model_number,WDS250G2B0B,WDS250G1B0A,False,False
RAG-full-k3,405,bus_type,SATA III,M.2,False,False
RAG-full-k3,405,interface_type,SATA,M.2,False,False
RAG-full-k3,407,model_number,ZP500GM3A002,520,False,False
RAG-full-k3,409,bus_type,PCIe 3.0,PCIe,True,False
RAG-full-k3,413,interface_type,SATA,SATA,True,False
RAG-full-k3,416,model_number,STJM2000400,Barracuda 1TB SSHD,False,False
RAG-full-k3,418,bus_type,PCIe 3.0,PCIe 3.0,True,False
RAG-full-k3,421,bus_type,PCIe,PCI Express 3.0 x16,False,False
RAG-full-k3,422,interface_type,OTG,USB_2.0,False,False
RAG-full-k3,425,model_number,TURBO-RTX2060S-8G-EVO,TURBO-EVO-RTX2060S-8G,False,False
RAG-full-k3,425,bus_type,PCIe 3.0,PCIe 3.0,True,False
RAG-full-k3,426,model_number,SSDPED1K750GA01,P4800X,False,False
RAG-full-k3,426,form_factor,HHHL,AIC,False,False
RAG-full-k3,427,model_number,WD10PURZ,PWE10.6250,False,False
RAG-full-k3,429,model_number,ST8000NM000A,ST8000NM000A,True,False
RAG-full-k3,432,bus_type,PCIe 3.0 x16,PCIe 3.0 x16,True,False
RAG-full-k3,435,interface_type,Micro USB,USB_2.0,False,False
RAG-full-k3,436,bus_type,USB 3.0,SATA II,False,False
RAG-full-k3,436,form_factor,2.5,2.5,True,False
RAG-full-k3,437,model_number,CZ73,SD4TBU-064G-G25,False,False
RAG-full-k3,445,model_number,D3-S4610,ssdsc2kg480g801,False,False
RAG-full-k3,447,model_number,DTVP30/32GB,DTVP032G2/4,False,False
RAG-full-k3,452,model_number,MG07ACA12TE,MG07ACA12TE,True,False
RAG-full-k3,453,model_number,WD40EFAX,WD40EFBX,False,False
RAG-full-k3,454,bus_type,PCIe 3.0,PCIe 3.0 x16,True,False
RAG-full-k3,456,model_number,GV-N2060WF2OC-6GD,GV-N2060WF2OC-6GD,True,False
RAG-full-k3,456,bus_type,PCIe 3.0 x16,PCIe 3.0 x16,True,False
RAG-full-k3,457,storage_connection_type,Type C,Type C,True,False
RAG-full-k3,458,model_number,STEA4000402,STEA4000402,True,False
RAG-full-k3,460,model_number,GVN166TGO6-00-G,GV-N166TSL-6GD,False,False
RAG-full-k3,460,bus_type,PCIe 3.0 x16,PCIe,True,False
RAG-full-k3,461,model_number,652583-B21,DCD3A6B1FV,False,False
RAG-full-k3,465,model_number,SDCZ50-008G,CUDF-8G-CBLD,False,False
RAG-full-k3,465,bus_type,USB 2.0,USB,True,False
RAG-full-k3,466,model_number,ZT-T16610F-10L,ZT-T20610C-30,False,False
RAG-full-k3,466,bus_type,PCIe 3.0,PCIe,True,False
RAG-full-k3,467,model_number,WDS200T1R0A,WD20EZRAX,False,False
RAG-full-k3,469,model_number,SDIX30C-016G-GN6NN,iXpand16GB,False,False
RAG-full-k3,471,model_number,870757-B21,872477-B21,False,False
RAG-full-k3,473,model_number,SDCZ48-128G-U46,SDCZ48-128G-G48,False,False
RAG-full-k3,474,model_number,SA2000M8/1000G,A2000-1TB,False,False
RAG-full-k3,476,bus_type,PCIe 3.0,PCIe,True,False
RAG-full-k3,478,storage_connection_type,USB,USB,True,False
RAG-full-k3,481,bus_type,PCIe 4.0,PCIe 4.0,True,False
RAG-full-k3,482,model_number,RX-580P8DFD6,RX-580P8DFD6,True,False
RAG-full-k3,485,model_number,STHP4000403,VALUE:null,False,False
RAG-full-k3,487,model_number,MZ-76P256B/EU,MZ-76P256,True,False
RAG-full-k3,488,model_number,652564-B21,HP5001A,False,False
RAG-full-k3,489,model_number,CSSD-F240GBMP510,MP500,False,False
RAG-full-k3,490,model_number,GV-N207SAORUS-8GC,AORUS-GFRTX2070SUPER8G,False,False
RAG-full-k3,490,interface_type,ATX,PCIe,False,False
RAG-full-k3,490,form_factor,ATX,Desktop,False,False
RAG-full-k3,494,model_number,ROG -STRIX-RTX2070S-O8G-GAMING,08G-VHNTV0S2G-SF,False,False
RAG-full-k3,494,bus_type,PCIe 3.0,PCIe,True,False
RAG-full-k3,497,bus_type,PCIe 3.0 x16,PCIe 3.0 x16,True,False
RAG-full-k3,498,interface_type,USB Type-A,USB,True,False
RAG-full-k3,498,storage_connection_type,USB Type-A,USB,True,False
RAG-full-k3,499,model_number,DTIG4/128GB,DTIG4,True,False
RAG-full-k3,501,model_number,SSDPEKNW010T8X1,SSDPEKNW010T8X1,True,False
RAG-full-k3,502,form_factor,"2.5""",Portable,False,False
RAG-full-k3,503,bus_type,PCIe 3.0 x16,PCIe,True,False
RAG-full-k3,503,interface_type,USB Type-C,PCIE,False,False
RAG-full-k3,506,bus_type,SATA III,SATA III,True,False
RAG-full-k3,506,interface_type,SATA,SATA,True,False
RAG-full-k3,506,form_factor,"2.5""",2.5,True,False
