df1_idx,config,attribute,is_numeric,ground_truth,predicted,unknown,correct_standard,ce_judgment
19,RAG-MiniLM-Reranker,model_number,False,ROG-STRIX-RTX2080TI-O11G-GAMING,ROG Strix GeForce RTX™ 2080 Ti OC edition,False,False,correct
20,RAG-MiniLM-Reranker,model,False,220S,220S,False,True,correct
20,RAG-MiniLM-Reranker,read_speed_mb_s,True,550.0,560,False,True,correct
25,RAG-MiniLM-Reranker,bus_type,False,PCIe 3.0,PCIe,False,True,acceptable
26,RAG-MiniLM-Reranker,bus_type,False,SATA III,M.2,False,False,wrong
28,RAG-MiniLM-Reranker,height_mm,True,42.0,UNKNOWN,True,False,wrong
28,RAG-MiniLM-Reranker,width_mm,True,130.9,UNKNOWN,True,False,wrong
30,RAG-MiniLM-Reranker,bus_type,False,USB 3.0,USB 3.0,False,True,correct
30,RAG-MiniLM-Reranker,model_number,False,WDBMCG5000ABT-WESN,WDBMCG5000ABT-WESN,False,True,correct
33,RAG-MiniLM-Reranker,read_speed_mb_s,True,130.0,130,False,True,correct
33,RAG-MiniLM-Reranker,height_mm,True,20.8,20.8,False,True,correct
33,RAG-MiniLM-Reranker,width_mm,True,87.9,87.9,False,True,correct
41,RAG-MiniLM-Reranker,read_speed_mb_s,True,540.0,530,False,True,correct
41,RAG-MiniLM-Reranker,height_mm,True,10.5,10.5,False,True,correct
41,RAG-MiniLM-Reranker,width_mm,True,57.0,57,False,True,correct
43,RAG-MiniLM-Reranker,model_number,False,GP-ASM2NE6100TTTD,GP-ASM2NE6100TTTD,False,True,correct
43,RAG-MiniLM-Reranker,height_mm,True,11.4,UNKNOWN,True,False,wrong
43,RAG-MiniLM-Reranker,width_mm,True,80.5,UNKNOWN,True,False,wrong
52,RAG-MiniLM-Reranker,bus_type,False,SATA III,SATA III,False,True,correct
52,RAG-MiniLM-Reranker,model,False,SU800,ASU800NS38-256GT-C,False,True,wrong
52,RAG-MiniLM-Reranker,read_speed_mb_s,True,560.0,560,False,True,correct
52,RAG-MiniLM-Reranker,write_speed_mb_s,True,520.0,520.0,False,True,correct
52,RAG-MiniLM-Reranker,height_mm,True,3.5,3.5,False,True,correct
52,RAG-MiniLM-Reranker,width_mm,True,22.0,22.0,False,True,correct
54,RAG-MiniLM-Reranker,bus_type,False,PCIe 3.0 x16,PCIe x16,False,False,correct
54,RAG-MiniLM-Reranker,model_number,False,N20702-08D6-1710VA23,GV-N3080GAMING OC-10GD,False,False,wrong
54,RAG-MiniLM-Reranker,width_mm,True,113.0,UNKNOWN,True,False,wrong
56,RAG-MiniLM-Reranker,read_speed_mb_s,True,560.0,560,False,True,correct
56,RAG-MiniLM-Reranker,write_speed_mb_s,True,510.0,510,False,True,correct
59,RAG-MiniLM-Reranker,width_mm,True,690.0,UNKNOWN,True,False,wrong
60,RAG-MiniLM-Reranker,model,False,Ironwolf 110,Ironwolf 110,False,True,correct
60,RAG-MiniLM-Reranker,read_speed_mb_s,True,560.0,520,False,True,correct
67,RAG-MiniLM-Reranker,read_speed_mb_s,True,550.0,550,False,True,correct
77,RAG-MiniLM-Reranker,read_speed_mb_s,True,555.0,1.,False,False,wrong
77,RAG-MiniLM-Reranker,write_speed_mb_s,True,520.0,525.0,False,True,correct
77,RAG-MiniLM-Reranker,height_mm,True,7.0,7,False,True,correct
82,RAG-MiniLM-Reranker,model_number,False,CT2000P1SSD8,P1,False,True,wrong
82,RAG-MiniLM-Reranker,read_speed_mb_s,True,2000.0,2000,False,True,correct
82,RAG-MiniLM-Reranker,write_speed_mb_s,True,1700.0,1700,False,True,correct
86,RAG-MiniLM-Reranker,height_mm,True,67.0,3.2,False,False,wrong
86,RAG-MiniLM-Reranker,width_mm,True,15.0,127,False,False,wrong
90,RAG-MiniLM-Reranker,bus_type,False,PCIe 3.0,PCIe 3.0,False,True,correct
90,RAG-MiniLM-Reranker,height_mm,True,41.0,41,False,True,correct
90,RAG-MiniLM-Reranker,width_mm,True,119.3,119.3,False,True,correct
95,RAG-MiniLM-Reranker,model_number,False,801882-B21,801882-B21,False,True,correct
95,RAG-MiniLM-Reranker,model,False,ISS,801882-B21,False,False,wrong
131,RAG-MiniLM-Reranker,model_number,False,WDS120G2G0A,WDS120G2G0A,False,True,correct
131,RAG-MiniLM-Reranker,write_speed_mb_s,True,430.0,430,False,True,correct
131,RAG-MiniLM-Reranker,height_mm,True,7.0,7,False,True,correct
135,RAG-MiniLM-Reranker,read_speed_mb_s,True,560.0,560,False,True,correct
135,RAG-MiniLM-Reranker,write_speed_mb_s,True,540.0,540,False,True,correct
137,RAG-MiniLM-Reranker,model,False,L200,2TB,False,False,wrong
145,RAG-MiniLM-Reranker,read_speed_mb_s,True,2400.0,2400.0,False,True,correct
145,RAG-MiniLM-Reranker,write_speed_mb_s,True,1950.0,1950,False,True,correct
145,RAG-MiniLM-Reranker,height_mm,True,2.4,2.4,False,True,correct
145,RAG-MiniLM-Reranker,width_mm,True,22.0,22,False,True,correct
152,RAG-MiniLM-Reranker,model_number,False,MZ-76P1T0B/EU,MZ-76P1T0B/EU,False,True,correct
152,RAG-MiniLM-Reranker,read_speed_mb_s,True,560.0,560,False,True,correct
152,RAG-MiniLM-Reranker,write_speed_mb_s,True,530.0,530,False,True,correct
158,RAG-MiniLM-Reranker,model,False,HDD SRV SAS 12G,UNKNOWN,True,False,wrong
178,RAG-MiniLM-Reranker,model,False,Ace - A80,Ace - A80,False,True,correct
188,RAG-MiniLM-Reranker,model,False,Barracuda 7200.12,ST500DM002,False,False,wrong
224,RAG-MiniLM-Reranker,model,False,Cheetah,Cheetah,False,True,correct
225,RAG-MiniLM-Reranker,model,False,GIGABYTE SSD 1TB,GP-GSTFS31100TNTD,False,False,wrong
225,RAG-MiniLM-Reranker,height_mm,True,7.0,7.0,False,True,correct
17,RAG-MiniLM-Reranker,model_number,False,843266-B21,801882-B21,False,False,correct
21,RAG-MiniLM-Reranker,model_number,False,PBU240GS25SSDR,PBU240GS25SSDR,False,True,correct
23,RAG-MiniLM-Reranker,model_number,False,SDCZ50-128G-B35,Cruzer BLADE,False,False,wrong
27,RAG-MiniLM-Reranker,model_number,False,WDBWLG0040HBK-EESN,WDBFJZ0040BBK,False,False,correct
31,RAG-MiniLM-Reranker,model_number,False,DT100G3/256GB,DT100G3,False,True,acceptable
